Unnamed: 0,District,City,year,pm25,pm10,so2,o3,no2,co,AVG
8810,경상북도,영주,2011,34.966,55.0,0.012,0.031,0.016,1.0,80.47
8811,경상북도,영주,2011,30.366,47.0,0.01,0.036,0.015,1.0,80.47
8812,경상북도,영주,2011,28.317,51.0,0.009,0.036,0.012,0.4,80.47
8813,경상북도,영주,2011,27.289,53.0,0.004,0.038,0.011,0.3,80.47
8814,경상북도,영주,2011,24.898,43.0,0.004,0.02,0.01,0.3,80.47
8815,경상북도,영주,2011,22.572,36.0,0.003,0.017,0.009,0.4,80.47
8816,경상북도,영주,2011,20.969,33.0,0.004,0.024,0.012,0.5,80.47
8817,경상북도,영주,2011,30.675,50.0,0.007,0.023,0.014,0.7,80.47
8818,경상북도,영주,2011,34.622,50.0,0.012,0.019,0.017,1.1,80.47
8819,경상북도,영주,2011,38.521,55.0,0.015,0.015,0.019,1.2,80.47
8820,경상북도,영주,2012,50.252,74.0,0.021,0.017,0.02,1.5,80.53
8821,경상북도,영주,2012,41.268,63.0,0.017,0.023,0.017,1.1,80.53
8822,경상북도,영주,2012,36.923,61.0,0.014,0.034,0.012,0.8,80.53
8823,경상북도,영주,2012,35.66,69.0,0.007,0.041,0.017,0.5,80.53
8824,경상북도,영주,2012,28.578,55.0,0.008,0.044,0.016,0.4,80.53
8825,경상북도,영주,2012,22.75,38.0,0.005,0.04,0.014,0.7,80.53
8826,경상북도,영주,2012,21.34,37.0,0.004,0.027,0.01,0.3,80.53
8827,경상북도,영주,2012,18.982,27.0,0.005,0.023,0.008,0.5,80.53
8828,경상북도,영주,2012,23.906,33.0,0.005,0.027,0.008,0.9,80.53
8829,경상북도,영주,2012,27.467,43.0,0.008,0.022,0.011,0.6,80.53
8830,경상북도,영주,2012,35.614,57.0,0.013,0.02,0.014,0.7,80.53
8831,경상북도,영주,2012,40.259,56.0,0.016,0.017,0.013,1.3,80.53
8832,경상북도,영주,2013,52.316,75.0,0.021,0.019,0.015,1.7,81.0
8833,경상북도,영주,2013,35.651,54.0,0.015,0.025,0.012,0.9,81.0
8834,경상북도,영주,2013,42.959,71.0,0.015,0.03,0.011,0.9,81.0
8835,경상북도,영주,2013,31.119,55.0,0.01,0.038,0.009,0.5,81.0
8836,경상북도,영주,2013,31.592,60.0,0.007,0.042,0.009,0.4,81.0
8837,경상북도,영주,2013,24.153,43.0,0.006,0.034,0.006,0.3,81.0
8838,경상북도,영주,2013,25.794,39.0,0.006,0.022,0.005,0.6,81.0
8839,경상북도,영주,2013,17.232,30.0,0.001,0.024,0.009,0.2,81.0
8840,경상북도,영주,2013,15.851,24.0,0.003,0.021,0.01,0.3,81.0
8841,경상북도,영주,2013,21.926,34.0,0.005,0.019,0.015,0.5,81.0
8842,경상북도,영주,2013,35.624,56.0,0.011,0.018,0.02,0.9,81.0
8843,경상북도,영주,2013,48.052,73.0,0.018,0.015,0.026,1.4,81.0
8844,경상북도,영주,2014,49.997,78.0,0.016,0.017,0.029,1.5,81.5
8845,경상북도,영주,2014,39.916,61.0,0.015,0.024,0.022,1.2,81.5
8846,경상북도,영주,2014,35.64,62.0,0.01,0.033,0.021,0.8,81.5
8847,경상북도,영주,2014,28.715,56.0,0.006,0.044,0.021,0.5,81.5
8848,경상북도,영주,2014,26.496,55.0,0.003,0.052,0.016,0.4,81.5
8849,경상북도,영주,2014,17.231,33.0,0.003,0.042,0.013,0.3,81.5
8850,경상북도,영주,2014,15.843,28.0,0.003,0.036,0.011,0.3,81.5
8851,경상북도,영주,2014,14.595,23.0,0.003,0.027,0.011,0.3,81.5
8852,경상북도,영주,2014,15.651,25.0,0.003,0.024,0.013,0.3,81.5
8853,경상북도,영주,2014,22.275,34.0,0.005,0.019,0.018,0.6,81.5
8854,경상북도,영주,2014,33.14,49.0,0.012,0.015,0.025,1.0,81.5
8855,경상북도,영주,2014,35.587,47.0,0.021,0.018,0.022,1.2,81.5
8856,경상북도,영주,2015,42.195,59.0,0.02,0.016,0.024,1.4,81.8
8857,경상북도,영주,2015,49.647,82.0,0.016,0.025,0.022,1.2,81.8
8858,경상북도,영주,2015,44.272,79.0,0.014,0.034,0.027,0.9,81.8
8859,경상북도,영주,2015,24.213,42.0,0.009,0.041,0.019,0.6,81.8
8860,경상북도,영주,2015,22.268,44.0,0.007,0.053,0.016,0.4,81.8
8861,경상북도,영주,2015,16.297,32.0,0.004,0.049,0.012,0.3,81.8
8862,경상북도,영주,2015,14.565,24.0,0.003,0.033,0.009,0.3,81.8
8863,경상북도,영주,2015,15.378,26.0,0.001,0.029,0.01,0.3,81.8
8865,경상북도,영주,2015,26.822,39.0,0.008,0.016,0.019,0.8,81.8
8866,경상북도,영주,2015,41.411,61.0,0.014,0.013,0.024,1.3,81.8
8867,경상북도,영주,2015,27.558,49.0,0.005,0.027,0.018,0.5,81.8
8868,경상북도,영주,2016,39.257,59.0,0.014,0.018,0.024,1.2,82.31
8869,경상북도,영주,2016,36.83,58.0,0.011,0.026,0.021,1.1,82.31
8870,경상북도,영주,2016,36.865,65.0,0.006,0.032,0.021,0.9,82.31
8871,경상북도,영주,2016,31.959,62.0,0.003,0.043,0.017,0.6,82.31
8872,경상북도,영주,2016,25.354,52.0,0.002,0.048,0.016,0.4,82.31
8873,경상북도,영주,2016,18.057,37.0,0.002,0.046,0.016,0.3,82.31
8874,경상북도,영주,2016,16.518,27.0,0.003,0.028,0.009,0.3,82.31
8875,경상북도,영주,2016,15.7,26.0,0.004,0.034,0.008,0.3,82.31
8876,경상북도,영주,2016,18.928,31.0,0.004,0.025,0.009,0.3,82.31
8877,경상북도,영주,2016,36.003,59.0,0.009,0.016,0.021,0.8,82.31
8878,경상북도,영주,2016,37.645,55.0,0.012,0.013,0.023,1.2,82.31
8879,경상북도,영주,2016,23.049,36.0,0.005,0.019,0.013,0.5,82.31
8880,경상북도,영주,2017,41.063,63.0,0.015,0.022,0.022,1.2,82.55
8881,경상북도,영주,2017,40.0,54.0,0.012,0.026,0.02,1.2,82.55
8882,경상북도,영주,2017,40.0,53.0,0.01,0.02,0.02,0.8,82.55
8883,경상북도,영주,2017,29.0,52.0,0.005,0.046,0.015,0.7,82.55
8884,경상북도,영주,2017,29.0,55.0,0.002,0.052,0.011,0.6,82.55
8885,경상북도,영주,2017,25.0,34.0,0.003,0.051,0.011,0.5,82.55
8886,경상북도,영주,2017,16.0,28.0,0.002,0.028,0.008,0.5,82.55
8887,경상북도,영주,2017,10.0,23.0,0.003,0.023,0.007,0.4,82.55
8888,경상북도,영주,2017,19.0,31.0,0.003,0.027,0.01,0.4,82.55
8889,경상북도,영주,2017,34.0,57.0,0.008,0.018,0.02,0.8,82.55
8890,경상북도,영주,2017,38.0,52.0,0.008,0.017,0.018,0.9,82.55
8891,경상북도,영주,2017,20.974,32.0,0.004,0.02,0.012,0.5,82.55
8892,경상북도,영주,2018,41.0,56.0,0.008,0.019,0.012,0.9,82.86
8893,경상북도,영주,2018,36.0,56.0,0.01,0.026,0.016,0.9,82.86
8894,경상북도,영주,2018,34.0,47.0,0.007,0.035,0.01,0.7,82.86
8895,경상북도,영주,2018,35.0,58.0,0.005,0.045,0.01,0.5,82.86
8896,경상북도,영주,2018,22.0,52.0,0.004,0.044,0.008,0.4,82.86
8897,경상북도,영주,2018,19.0,40.0,0.004,0.047,0.007,0.4,82.86
8898,경상북도,영주,2018,12.0,30.0,0.004,0.028,0.009,0.3,82.86
8899,경상북도,영주,2018,19.0,24.0,0.004,0.026,0.01,0.2,82.86
8900,경상북도,영주,2018,13.0,32.0,0.003,0.027,0.011,0.3,82.86
8901,경상북도,영주,2018,41.0,79.0,0.006,0.014,0.022,0.8,82.86
8902,경상북도,영주,2018,30.0,71.0,0.008,0.015,0.023,0.9,82.86
8903,경상북도,영주,2018,24.924,43.0,0.004,0.021,0.015,0.4,82.86
8904,경상북도,영주,2019,43.0,98.0,0.009,0.018,0.025,0.8,83.04
8905,경상북도,영주,2019,38.0,84.0,0.006,0.026,0.021,0.7,83.04
8906,경상북도,영주,2019,37.0,82.0,0.004,0.039,0.017,0.6,83.04
8907,경상북도,영주,2019,17.0,56.0,0.003,0.04,0.016,0.3,83.04
8908,경상북도,영주,2019,21.0,62.0,0.003,0.054,0.014,0.3,83.04
8909,경상북도,영주,2019,17.0,38.0,0.003,0.043,0.012,0.3,83.04
8910,경상북도,영주,2019,14.0,33.0,0.002,0.029,0.009,0.3,83.04
8911,경상북도,영주,2019,15.0,34.0,0.002,0.027,0.009,0.3,83.04
8912,경상북도,영주,2019,14.0,31.0,0.002,0.024,0.01,0.3,83.04
8913,경상북도,영주,2019,30.0,64.0,0.003,0.017,0.02,0.7,83.04
8914,경상북도,영주,2019,37.0,66.0,0.003,0.018,0.022,0.7,83.04
8915,경상북도,영주,2019,27.057,47.0,0.002,0.021,0.014,0.5,83.04
8918,경상북도,영주,2020,22.0,37.0,0.004,0.036,0.014,0.6,83.38
8919,경상북도,영주,2020,23.0,46.0,0.005,0.045,0.013,0.5,83.38
8920,경상북도,영주,2020,19.0,35.0,0.003,0.04,0.01,0.5,83.38
8921,경상북도,영주,2020,20.0,36.0,0.003,0.043,0.009,0.5,83.38
8922,경상북도,영주,2020,11.0,16.0,0.002,0.025,0.008,0.3,83.38
8923,경상북도,영주,2020,16.0,21.0,0.002,0.018,0.007,0.3,83.38
8924,경상북도,영주,2020,14.0,23.0,0.002,0.025,0.008,0.4,83.38
8925,경상북도,영주,2020,30.0,46.0,0.003,0.019,0.008,0.5,83.38
8926,경상북도,영주,2020,35.0,50.0,0.004,0.019,0.007,0.7,83.38
8927,경상북도,영주,2020,21.774,36.0,0.003,0.023,0.01,0.4,83.38
9036,경상북도,영천,2019,34.0,58.0,0.004,0.025,0.02,0.6,81.93
9037,경상북도,영천,2019,32.0,52.0,0.004,0.029,0.02,0.7,81.93
9038,경상북도,영천,2019,31.0,52.0,0.004,0.04,0.018,0.6,81.93
9039,경상북도,영천,2019,17.0,40.0,0.003,0.041,0.014,0.4,81.93
9040,경상북도,영천,2019,25.0,47.0,0.004,0.052,0.014,0.3,81.93
9041,경상북도,영천,2019,21.0,31.0,0.004,0.046,0.011,0.4,81.93
9042,경상북도,영천,2019,17.0,23.0,0.004,0.033,0.01,0.4,81.93
9043,경상북도,영천,2019,15.0,25.0,0.003,0.034,0.01,0.4,81.93
9044,경상북도,영천,2019,11.0,23.0,0.003,0.027,0.01,0.4,81.93
9045,경상북도,영천,2019,20.0,45.0,0.004,0.02,0.019,0.5,81.93
9046,경상북도,영천,2019,25.0,44.0,0.005,0.019,0.022,0.5,81.93
9047,경상북도,영천,2019,18.357,30.0,0.003,0.027,0.012,0.4,81.93
9048,경상북도,영천,2020,29.0,39.0,0.006,0.023,0.02,0.6,82.02
9049,경상북도,영천,2020,19.0,38.0,0.005,0.034,0.016,0.5,82.02
9050,경상북도,영천,2020,16.0,38.0,0.004,0.035,0.012,0.5,82.02
9051,경상북도,영천,2020,15.0,40.0,0.004,0.045,0.009,0.5,82.02
9052,경상북도,영천,2020,16.0,38.0,0.004,0.043,0.008,0.4,82.02
9053,경상북도,영천,2020,16.0,34.0,0.004,0.051,0.009,0.4,82.02
9054,경상북도,영천,2020,11.0,20.0,0.003,0.033,0.008,0.4,82.02
9055,경상북도,영천,2020,16.0,25.0,0.003,0.028,0.007,0.3,82.02
9056,경상북도,영천,2020,12.0,23.0,0.003,0.032,0.008,0.4,82.02
9057,경상북도,영천,2020,24.0,40.0,0.003,0.021,0.02,0.5,82.02
9058,경상북도,영천,2020,22.0,36.0,0.004,0.023,0.02,0.5,82.02
9059,경상북도,영천,2020,19.713,32.0,0.004,0.03,0.013,0.5,82.02
9060,경상북도,포항,2010,29.503,53.0,0.005,0.023,0.015,0.4,79.02
9061,경상북도,포항,2010,29.503,53.0,0.005,0.023,0.015,0.4,79.88
9062,경상북도,포항,2010,28.161,51.0,0.005,0.024,0.018,0.4,79.02
9063,경상북도,포항,2010,28.161,51.0,0.005,0.024,0.018,0.4,79.88
9064,경상북도,포항,2010,34.529,66.0,0.004,0.029,0.015,0.4,79.02
9065,경상북도,포항,2010,34.529,66.0,0.004,0.029,0.015,0.4,79.88
9066,경상북도,포항,2010,28.914,55.0,0.004,0.034,0.015,0.4,79.02
9067,경상북도,포항,2010,28.914,55.0,0.004,0.034,0.015,0.4,79.88
9068,경상북도,포항,2010,33.108,63.0,0.005,0.038,0.014,0.5,79.02
9069,경상북도,포항,2010,33.108,63.0,0.005,0.038,0.014,0.5,79.88
9070,경상북도,포항,2010,28.877,53.0,0.005,0.035,0.014,0.5,79.02
9071,경상북도,포항,2010,28.877,53.0,0.005,0.035,0.014,0.5,79.88
9072,경상북도,포항,2010,22.463,37.0,0.003,0.021,0.01,0.4,79.02
9073,경상북도,포항,2010,22.463,37.0,0.003,0.021,0.01,0.4,79.88
9074,경상북도,포항,2010,23.538,40.0,0.004,0.022,0.014,0.4,79.02
9075,경상북도,포항,2010,23.538,40.0,0.004,0.022,0.014,0.4,79.88
9076,경상북도,포항,2010,22.042,36.0,0.004,0.02,0.013,0.4,79.02
9077,경상북도,포항,2010,22.042,36.0,0.004,0.02,0.013,0.4,79.88
9078,경상북도,포항,2010,23.398,38.0,0.004,0.021,0.014,0.5,79.02
9079,경상북도,포항,2010,23.398,38.0,0.004,0.021,0.014,0.5,79.88
9080,경상북도,포항,2010,35.347,63.0,0.005,0.019,0.02,0.6,79.02
9081,경상북도,포항,2010,35.347,63.0,0.005,0.019,0.02,0.6,79.88
9082,경상북도,포항,2010,33.636,60.0,0.005,0.018,0.018,0.5,79.02
9083,경상북도,포항,2010,33.636,60.0,0.005,0.018,0.018,0.5,79.88
9084,경상북도,포항,2011,25.931,45.0,0.005,0.024,0.013,0.4,79.39
9085,경상북도,포항,2011,25.931,45.0,0.005,0.024,0.013,0.4,80.25
9086,경상북도,포항,2011,34.664,63.0,0.006,0.026,0.021,0.6,79.39
9087,경상북도,포항,2011,34.664,63.0,0.006,0.026,0.021,0.6,80.25
9088,경상북도,포항,2011,36.557,70.0,0.005,0.035,0.015,0.5,79.39
9089,경상북도,포항,2011,36.557,70.0,0.005,0.035,0.015,0.5,80.25
9090,경상북도,포항,2011,30.492,59.0,0.004,0.041,0.016,0.5,79.39
9091,경상북도,포항,2011,30.492,59.0,0.004,0.041,0.016,0.5,80.25
9092,경상북도,포항,2011,37.567,72.0,0.004,0.037,0.016,0.6,79.39
9093,경상북도,포항,2011,37.567,72.0,0.004,0.037,0.016,0.6,80.25
9094,경상북도,포항,2011,29.305,53.0,0.005,0.037,0.014,0.6,79.39
9095,경상북도,포항,2011,29.305,53.0,0.005,0.037,0.014,0.6,80.25
9096,경상북도,포항,2011,24.55,39.0,0.007,0.021,0.014,0.5,79.39
9097,경상북도,포항,2011,24.55,39.0,0.007,0.021,0.014,0.5,80.25
9098,경상북도,포항,2011,20.776,32.0,0.007,0.022,0.012,0.4,79.39
9099,경상북도,포항,2011,20.776,32.0,0.007,0.022,0.012,0.4,80.25
9100,경상북도,포항,2011,23.373,38.0,0.006,0.027,0.012,0.5,79.39
9101,경상북도,포항,2011,23.373,38.0,0.006,0.027,0.012,0.5,80.25
9102,경상북도,포항,2011,26.514,47.0,0.004,0.027,0.017,0.5,79.39
9103,경상북도,포항,2011,26.514,47.0,0.004,0.027,0.017,0.5,80.25
9104,경상북도,포항,2011,29.956,51.0,0.005,0.019,0.019,0.6,79.39
9105,경상북도,포항,2011,29.956,51.0,0.005,0.019,0.019,0.6,80.25
9106,경상북도,포항,2011,28.166,50.0,0.005,0.02,0.018,0.4,79.39
9107,경상북도,포항,2011,28.166,50.0,0.005,0.02,0.018,0.4,80.25
9108,경상북도,포항,2012,31.669,55.0,0.007,0.021,0.016,0.5,79.79
9109,경상북도,포항,2012,31.669,55.0,0.007,0.021,0.016,0.5,80.64
9110,경상북도,포항,2012,28.24,49.0,0.006,0.024,0.017,0.5,79.79
9111,경상북도,포항,2012,28.24,49.0,0.006,0.024,0.017,0.5,80.64
9112,경상북도,포항,2012,27.557,51.0,0.006,0.033,0.016,0.4,79.79
9113,경상북도,포항,2012,27.557,51.0,0.006,0.033,0.016,0.4,80.64
9114,경상북도,포항,2012,29.383,56.0,0.006,0.037,0.016,0.4,79.79
9115,경상북도,포항,2012,29.383,56.0,0.006,0.037,0.016,0.4,80.64
9116,경상북도,포항,2012,29.598,55.0,0.006,0.036,0.017,0.5,79.79
9117,경상북도,포항,2012,29.598,55.0,0.006,0.036,0.017,0.5,80.64
9118,경상북도,포항,2012,24.412,41.0,0.005,0.027,0.013,0.5,79.79
9119,경상북도,포항,2012,24.412,41.0,0.005,0.027,0.013,0.5,80.64
9120,경상북도,포항,2012,24.282,39.0,0.005,0.022,0.011,0.5,79.79
9121,경상북도,포항,2012,24.282,39.0,0.005,0.022,0.011,0.5,80.64
9122,경상북도,포항,2012,21.436,32.0,0.005,0.018,0.012,0.5,79.79
9123,경상북도,포항,2012,21.436,32.0,0.005,0.018,0.012,0.5,80.64
9124,경상북도,포항,2012,20.425,33.0,0.004,0.023,0.012,0.4,79.79
9125,경상북도,포항,2012,20.425,33.0,0.004,0.023,0.012,0.4,80.64
9126,경상북도,포항,2012,25.468,43.0,0.004,0.022,0.015,0.5,79.79
9127,경상북도,포항,2012,25.468,43.0,0.004,0.022,0.015,0.5,80.64
9128,경상북도,포항,2012,27.886,48.0,0.004,0.02,0.016,0.5,79.79
9129,경상북도,포항,2012,27.886,48.0,0.004,0.02,0.016,0.5,80.64
9130,경상북도,포항,2012,22.977,37.0,0.005,0.02,0.017,0.5,79.79
9131,경상북도,포항,2012,22.977,37.0,0.005,0.02,0.017,0.5,80.64
9132,경상북도,포항,2013,33.357,58.0,0.006,0.025,0.019,0.7,80.26
9133,경상북도,포항,2013,33.357,58.0,0.006,0.025,0.019,0.7,81.0
9134,경상북도,포항,2013,29.298,48.0,0.006,0.028,0.017,0.8,80.26
9135,경상북도,포항,2013,29.298,48.0,0.006,0.028,0.017,0.8,81.0
9136,경상북도,포항,2013,33.61,63.0,0.006,0.036,0.02,0.6,80.26
9137,경상북도,포항,2013,33.61,63.0,0.006,0.036,0.02,0.6,81.0
9138,경상북도,포항,2013,27.17,50.0,0.005,0.04,0.018,0.6,80.26
9139,경상북도,포항,2013,27.17,50.0,0.005,0.04,0.018,0.6,81.0
9140,경상북도,포항,2013,30.821,58.0,0.006,0.043,0.017,0.6,80.26
9141,경상북도,포항,2013,30.821,58.0,0.006,0.043,0.017,0.6,81.0
9142,경상북도,포항,2013,25.694,44.0,0.007,0.03,0.015,0.5,80.26
9143,경상북도,포항,2013,25.694,44.0,0.007,0.03,0.015,0.5,81.0
9144,경상북도,포항,2013,23.166,40.0,0.005,0.029,0.012,0.4,80.26
9145,경상북도,포항,2013,23.166,40.0,0.005,0.029,0.012,0.4,81.0
9146,경상북도,포항,2013,24.052,41.0,0.005,0.031,0.012,0.5,80.26
9147,경상북도,포항,2013,24.052,41.0,0.005,0.031,0.012,0.5,81.0
9148,경상북도,포항,2013,21.554,34.0,0.006,0.026,0.013,0.5,80.26
9149,경상북도,포항,2013,21.554,34.0,0.006,0.026,0.013,0.5,81.0
9150,경상북도,포항,2013,23.191,38.0,0.006,0.025,0.016,0.5,80.26
9151,경상북도,포항,2013,23.191,38.0,0.006,0.025,0.016,0.5,81.0
9152,경상북도,포항,2013,26.189,45.0,0.005,0.023,0.018,0.5,80.26
9153,경상북도,포항,2013,26.189,45.0,0.005,0.023,0.018,0.5,81.0
9154,경상북도,포항,2013,27.117,47.0,0.005,0.022,0.019,0.5,80.26
9155,경상북도,포항,2013,27.117,47.0,0.005,0.022,0.019,0.5,81.0
9156,경상북도,포항,2014,33.143,57.0,0.006,0.022,0.02,0.7,80.65
9157,경상북도,포항,2014,33.143,57.0,0.006,0.022,0.02,0.7,81.41
9158,경상북도,포항,2014,28.449,49.0,0.005,0.025,0.018,0.6,80.65
9159,경상북도,포항,2014,28.449,49.0,0.005,0.025,0.018,0.6,81.41
9160,경상북도,포항,2014,29.458,53.0,0.005,0.033,0.017,0.6,80.65
9161,경상북도,포항,2014,29.458,53.0,0.005,0.033,0.017,0.6,81.41
9162,경상북도,포항,2014,32.884,62.0,0.006,0.041,0.017,0.6,80.65
9163,경상북도,포항,2014,32.884,62.0,0.006,0.041,0.017,0.6,81.41
9164,경상북도,포항,2014,34.802,69.0,0.005,0.048,0.013,0.5,80.65
9165,경상북도,포항,2014,34.802,69.0,0.005,0.048,0.013,0.5,81.41
9166,경상북도,포항,2014,27.351,48.0,0.006,0.037,0.013,0.6,80.65
9167,경상북도,포항,2014,27.351,48.0,0.006,0.037,0.013,0.6,81.41
9168,경상북도,포항,2014,27.093,44.0,0.006,0.03,0.012,0.7,80.65
9169,경상북도,포항,2014,27.093,44.0,0.006,0.03,0.012,0.7,81.41
9170,경상북도,포항,2014,22.049,32.0,0.006,0.027,0.011,0.7,80.65
9171,경상북도,포항,2014,22.049,32.0,0.006,0.027,0.011,0.7,81.41
9172,경상북도,포항,2014,19.814,30.0,0.004,0.023,0.011,0.5,80.65
9173,경상북도,포항,2014,19.814,30.0,0.004,0.023,0.011,0.5,81.41
9174,경상북도,포항,2014,23.942,38.0,0.004,0.022,0.014,0.6,80.65
9175,경상북도,포항,2014,23.942,38.0,0.004,0.022,0.014,0.6,81.41
9176,경상북도,포항,2014,25.397,42.0,0.004,0.019,0.021,0.6,80.65
9177,경상북도,포항,2014,25.397,42.0,0.004,0.019,0.021,0.6,81.41
9178,경상북도,포항,2014,21.354,33.0,0.005,0.023,0.018,0.6,80.65
9179,경상북도,포항,2014,21.354,33.0,0.005,0.023,0.018,0.6,81.41
9180,경상북도,포항,2015,26.16,42.0,0.005,0.021,0.02,0.7,80.91
9181,경상북도,포항,2015,26.16,42.0,0.005,0.021,0.02,0.7,81.75
9182,경상북도,포항,2015,34.413,62.0,0.006,0.026,0.019,0.6,80.91
9183,경상북도,포항,2015,34.413,62.0,0.006,0.026,0.019,0.6,81.75
9184,경상북도,포항,2015,32.901,59.0,0.007,0.034,0.02,0.7,80.91
9185,경상북도,포항,2015,32.901,59.0,0.007,0.034,0.02,0.7,81.75
9186,경상북도,포항,2015,27.456,46.0,0.007,0.038,0.017,0.8,80.91
9187,경상북도,포항,2015,27.456,46.0,0.007,0.038,0.017,0.8,81.75
9188,경상북도,포항,2015,28.029,49.0,0.008,0.043,0.015,0.7,80.91
9189,경상북도,포항,2015,28.029,49.0,0.008,0.043,0.015,0.7,81.75
9190,경상북도,포항,2015,27.523,44.0,0.007,0.037,0.015,0.9,80.91
9191,경상북도,포항,2015,27.523,44.0,0.007,0.037,0.015,0.9,81.75
9192,경상북도,포항,2015,22.098,34.0,0.007,0.029,0.013,0.6,80.91
9193,경상북도,포항,2015,22.098,34.0,0.007,0.029,0.013,0.6,81.75
9194,경상북도,포항,2015,22.789,37.0,0.007,0.034,0.014,0.6,80.91
9195,경상북도,포항,2015,22.789,37.0,0.007,0.034,0.014,0.6,81.75
9196,경상북도,포항,2015,21.115,34.0,0.007,0.03,0.015,0.5,80.91
9197,경상북도,포항,2015,21.115,34.0,0.007,0.03,0.015,0.5,81.75
9198,경상북도,포항,2015,20.224,30.0,0.006,0.022,0.019,0.6,80.91
9199,경상북도,포항,2015,20.224,30.0,0.006,0.022,0.019,0.6,81.75
9200,경상북도,포항,2015,22.506,34.0,0.007,0.021,0.018,0.6,80.91
9201,경상북도,포항,2015,22.506,34.0,0.007,0.021,0.018,0.6,81.75
9202,경상북도,포항,2015,22.954,39.0,0.006,0.031,0.016,0.5,80.91
9203,경상북도,포항,2015,22.954,39.0,0.006,0.031,0.016,0.5,81.75
9204,경상북도,포항,2016,22.971,38.0,0.006,0.026,0.017,0.5,81.31
9205,경상북도,포항,2016,22.971,38.0,0.006,0.026,0.017,0.5,82.3
9206,경상북도,포항,2016,21.349,36.0,0.005,0.031,0.016,0.5,81.31
9207,경상북도,포항,2016,21.349,36.0,0.005,0.031,0.016,0.5,82.3
9208,경상북도,포항,2016,24.544,43.0,0.005,0.035,0.018,0.6,81.31
9209,경상북도,포항,2016,24.544,43.0,0.005,0.035,0.018,0.6,82.3
9210,경상북도,포항,2016,29.459,55.0,0.006,0.042,0.018,0.6,81.31
9211,경상북도,포항,2016,29.459,55.0,0.006,0.042,0.018,0.6,82.3
9212,경상북도,포항,2016,27.591,51.0,0.007,0.047,0.015,0.6,81.31
9213,경상북도,포항,2016,27.591,51.0,0.007,0.047,0.015,0.6,82.3
9214,경상북도,포항,2016,19.0,37.0,0.006,0.039,0.014,0.5,81.31
9215,경상북도,포항,2016,19.0,37.0,0.006,0.039,0.014,0.5,82.3
9216,경상북도,포항,2016,15.0,29.0,0.005,0.029,0.011,0.5,81.31
9217,경상북도,포항,2016,15.0,29.0,0.005,0.029,0.011,0.5,82.3
9218,경상북도,포항,2016,17.0,27.0,0.005,0.034,0.01,0.5,81.31
9219,경상북도,포항,2016,17.0,27.0,0.005,0.034,0.01,0.5,82.3
9220,경상북도,포항,2016,20.0,31.0,0.005,0.029,0.012,0.5,81.31
9221,경상북도,포항,2016,20.0,31.0,0.005,0.029,0.012,0.5,82.3
9222,경상북도,포항,2016,28.0,45.0,0.004,0.023,0.017,0.5,81.31
9223,경상북도,포항,2016,28.0,45.0,0.004,0.023,0.017,0.5,82.3
9224,경상북도,포항,2016,24.0,42.0,0.005,0.023,0.019,0.6,81.31
9225,경상북도,포항,2016,24.0,42.0,0.005,0.023,0.019,0.6,82.3
9226,경상북도,포항,2016,20.853,33.0,0.004,0.025,0.012,0.5,81.31
9227,경상북도,포항,2016,20.853,33.0,0.004,0.025,0.012,0.5,82.3
9228,경상북도,포항,2017,26.0,41.0,0.006,0.016,0.016,0.7,81.78
9229,경상북도,포항,2017,26.0,41.0,0.006,0.016,0.016,0.7,82.66
9230,경상북도,포항,2017,23.0,37.0,0.006,0.035,0.015,0.7,81.78
9231,경상북도,포항,2017,23.0,37.0,0.006,0.035,0.015,0.7,82.66
9232,경상북도,포항,2017,28.0,45.0,0.007,0.015,0.015,0.6,81.78
9233,경상북도,포항,2017,28.0,45.0,0.007,0.015,0.015,0.6,82.66
9234,경상북도,포항,2017,20.0,42.0,0.006,0.05,0.011,0.5,81.78
9235,경상북도,포항,2017,20.0,42.0,0.006,0.05,0.011,0.5,82.66
9236,경상북도,포항,2017,24.0,50.0,0.005,0.053,0.012,0.5,81.78
9237,경상북도,포항,2017,24.0,50.0,0.005,0.053,0.012,0.5,82.66
9238,경상북도,포항,2017,20.0,34.0,0.005,0.045,0.011,0.5,81.78
9239,경상북도,포항,2017,20.0,34.0,0.005,0.045,0.011,0.5,82.66
9240,경상북도,포항,2017,17.0,29.0,0.005,0.034,0.012,0.5,81.78
9241,경상북도,포항,2017,17.0,29.0,0.005,0.034,0.012,0.5,82.66
9242,경상북도,포항,2017,13.0,23.0,0.006,0.023,0.013,0.5,81.78
9243,경상북도,포항,2017,13.0,23.0,0.006,0.023,0.013,0.5,82.66
9244,경상북도,포항,2017,20.0,32.0,0.004,0.033,0.014,0.5,81.78
9245,경상북도,포항,2017,20.0,32.0,0.004,0.033,0.014,0.5,82.66
9246,경상북도,포항,2017,26.0,47.0,0.004,0.028,0.018,0.4,81.78
9247,경상북도,포항,2017,26.0,47.0,0.004,0.028,0.018,0.4,82.66
9248,경상북도,포항,2017,23.0,44.0,0.003,0.025,0.018,0.5,81.78
9249,경상북도,포항,2017,23.0,44.0,0.003,0.025,0.018,0.5,82.66
9250,경상북도,포항,2017,18.949,32.0,0.004,0.03,0.014,0.4,81.78
9251,경상북도,포항,2017,18.949,32.0,0.004,0.03,0.014,0.4,82.66
9252,경상북도,포항,2018,27.0,47.0,0.004,0.027,0.017,0.5,82.24
