Unnamed: 0,District,City,year,pm25,pm10,so2,o3,no2,co,AVG
10175,울산광역시,울산광역시,2017,18.26,29.0,0.004,0.028,0.016,0.5,82.17
10176,울산광역시,울산광역시,2018,25.0,40.0,0.004,0.023,0.024,0.6,82.35
10177,울산광역시,울산광역시,2018,27.0,47.0,0.005,0.03,0.024,0.6,82.35
10178,울산광역시,울산광역시,2018,23.0,40.0,0.006,0.033,0.023,0.6,82.35
10179,울산광역시,울산광역시,2018,26.0,64.0,0.007,0.036,0.021,0.5,82.35
10180,울산광역시,울산광역시,2018,24.0,45.0,0.007,0.035,0.019,0.5,82.35
10181,울산광역시,울산광역시,2018,29.0,42.0,0.008,0.033,0.02,0.5,82.35
10182,울산광역시,울산광역시,2018,27.0,39.0,0.009,0.028,0.017,0.5,82.35
10183,울산광역시,울산광역시,2018,16.0,25.0,0.006,0.023,0.013,0.4,82.35
10184,울산광역시,울산광역시,2018,14.0,26.0,0.004,0.031,0.013,0.5,82.35
10185,울산광역시,울산광역시,2018,29.0,47.0,0.004,0.021,0.027,0.6,82.35
10186,울산광역시,울산광역시,2018,19.0,35.0,0.004,0.021,0.022,0.5,82.35
10187,울산광역시,울산광역시,2018,19.085,31.0,0.004,0.027,0.018,0.5,82.35
10188,울산광역시,울산광역시,2019,26.0,45.0,0.004,0.025,0.024,0.6,82.7
10189,울산광역시,울산광역시,2019,26.0,46.0,0.004,0.03,0.022,0.6,82.7
10190,울산광역시,울산광역시,2019,29.0,49.0,0.005,0.039,0.022,0.5,82.7
10191,울산광역시,울산광역시,2019,19.0,40.0,0.006,0.037,0.021,0.5,82.7
10192,울산광역시,울산광역시,2019,26.0,49.0,0.007,0.047,0.024,0.5,82.7
10193,울산광역시,울산광역시,2019,22.0,34.0,0.007,0.038,0.019,0.5,82.7
10194,울산광역시,울산광역시,2019,19.0,29.0,0.006,0.028,0.016,0.4,82.7
10195,울산광역시,울산광역시,2019,18.0,30.0,0.006,0.029,0.014,0.5,82.7
10196,울산광역시,울산광역시,2019,13.0,25.0,0.005,0.027,0.015,0.4,82.7
10197,울산광역시,울산광역시,2019,15.0,34.0,0.004,0.023,0.022,0.5,82.7
10198,울산광역시,울산광역시,2019,20.0,33.0,0.004,0.02,0.025,0.5,82.7
10199,울산광역시,울산광역시,2019,16.569,27.0,0.004,0.029,0.016,0.4,82.7
10200,울산광역시,울산광역시,2020,19.0,30.0,0.004,0.025,0.021,0.5,83.08
10201,울산광역시,울산광역시,2020,19.0,31.0,0.004,0.028,0.021,0.6,83.08
10202,울산광역시,울산광역시,2020,17.0,34.0,0.004,0.035,0.018,0.5,83.08
10203,울산광역시,울산광역시,2020,17.0,36.0,0.004,0.043,0.016,0.4,83.08
10204,울산광역시,울산광역시,2020,19.0,36.0,0.005,0.041,0.015,0.4,83.08
10205,울산광역시,울산광역시,2020,19.0,32.0,0.006,0.039,0.018,0.4,83.08
10206,울산광역시,울산광역시,2020,12.0,20.0,0.004,0.028,0.015,0.4,83.08
10207,울산광역시,울산광역시,2020,17.0,28.0,0.004,0.026,0.013,0.5,83.08
10208,울산광역시,울산광역시,2020,14.0,25.0,0.003,0.034,0.014,0.5,83.08
10209,울산광역시,울산광역시,2020,17.0,31.0,0.003,0.024,0.022,0.5,83.08
10210,울산광역시,울산광역시,2020,19.0,30.0,0.003,0.025,0.023,0.5,83.08
10211,울산광역시,울산광역시,2020,17.689,30.0,0.003,0.034,0.017,0.5,83.08
10212,인천광역시,인천광역시,2010,37.552,64.0,0.01,0.014,0.039,0.9,80.33
10213,인천광역시,인천광역시,2010,31.35,54.0,0.008,0.018,0.033,0.7,80.33
10214,인천광역시,인천광역시,2010,35.227,67.0,0.006,0.025,0.028,0.5,80.33
10215,인천광역시,인천광역시,2010,29.294,55.0,0.006,0.027,0.03,0.5,80.33
10216,인천광역시,인천광역시,2010,32.602,62.0,0.007,0.029,0.029,0.5,80.33
10217,인천광역시,인천광역시,2010,28.995,57.0,0.007,0.032,0.032,0.4,80.33
10218,인천광역시,인천광역시,2010,21.684,37.0,0.005,0.021,0.022,0.4,80.33
10219,인천광역시,인천광역시,2010,21.915,37.0,0.005,0.019,0.022,0.4,80.33
10220,인천광역시,인천광역시,2010,20.554,34.0,0.005,0.018,0.023,0.4,80.33
10221,인천광역시,인천광역시,2010,28.854,51.0,0.006,0.018,0.033,0.6,80.33
10222,인천광역시,인천광역시,2010,42.26,78.0,0.008,0.016,0.036,0.7,80.33
10223,인천광역시,인천광역시,2010,38.112,67.0,0.009,0.013,0.033,0.7,80.33
10224,인천광역시,인천광역시,2011,28.496,48.0,0.009,0.017,0.031,0.6,80.74
10225,인천광역시,인천광역시,2011,43.879,79.0,0.01,0.016,0.042,0.9,80.74
10226,인천광역시,인천광역시,2011,37.496,71.0,0.008,0.027,0.026,0.5,80.74
10227,인천광역시,인천광역시,2011,32.993,63.0,0.008,0.028,0.033,0.5,80.74
10228,인천광역시,인천광역시,2011,42.274,84.0,0.007,0.028,0.034,0.5,80.74
10229,인천광역시,인천광역시,2011,26.32,50.0,0.007,0.031,0.028,0.4,80.74
10230,인천광역시,인천광역시,2011,21.585,36.0,0.006,0.019,0.023,0.4,80.74
10231,인천광역시,인천광역시,2011,21.469,36.0,0.006,0.02,0.023,0.4,80.74
10232,인천광역시,인천광역시,2011,23.278,40.0,0.006,0.025,0.024,0.5,80.74
10233,인천광역시,인천광역시,2011,30.251,54.0,0.008,0.02,0.035,0.6,80.74
10234,인천광역시,인천광역시,2011,28.736,49.0,0.007,0.014,0.032,0.6,80.74
10235,인천광역시,인천광역시,2011,30.742,50.0,0.009,0.013,0.029,0.7,80.74
10236,인천광역시,인천광역시,2012,37.366,63.0,0.011,0.016,0.03,0.8,81.09
10237,인천광역시,인천광역시,2012,32.472,56.0,0.009,0.02,0.031,0.7,81.09
10238,인천광역시,인천광역시,2012,29.963,55.0,0.008,0.027,0.028,0.5,81.09
10239,인천광역시,인천광역시,2012,30.197,57.0,0.007,0.03,0.029,0.5,81.09
10240,인천광역시,인천광역시,2012,32.756,64.0,0.009,0.036,0.033,0.5,81.09
10241,인천광역시,인천광역시,2012,24.085,45.0,0.007,0.035,0.023,0.4,81.09
10242,인천광역시,인천광역시,2012,18.686,30.0,0.005,0.021,0.02,0.4,81.09
10243,인천광역시,인천광역시,2012,17.398,28.0,0.005,0.026,0.018,0.4,81.09
10244,인천광역시,인천광역시,2012,20.539,35.0,0.005,0.026,0.025,0.5,81.09
10245,인천광역시,인천광역시,2012,23.872,40.0,0.006,0.022,0.028,0.6,81.09
10246,인천광역시,인천광역시,2012,29.59,49.0,0.007,0.015,0.029,0.7,81.09
10247,인천광역시,인천광역시,2012,29.12,46.0,0.008,0.014,0.03,0.8,81.09
10248,인천광역시,인천광역시,2013,37.949,63.0,0.01,0.015,0.036,1.0,81.47
10249,인천광역시,인천광역시,2013,29.701,50.0,0.008,0.02,0.029,0.7,81.47
10250,인천광역시,인천광역시,2013,32.009,58.0,0.008,0.026,0.029,0.6,81.47
10251,인천광역시,인천광역시,2013,31.413,59.0,0.007,0.034,0.028,0.6,81.47
10252,인천광역시,인천광역시,2013,30.888,60.0,0.008,0.037,0.03,0.5,81.47
10253,인천광역시,인천광역시,2013,25.924,48.0,0.007,0.034,0.026,0.5,81.47
10254,인천광역시,인천광역시,2013,23.198,39.0,0.005,0.026,0.017,0.5,81.47
10255,인천광역시,인천광역시,2013,23.321,40.0,0.006,0.03,0.018,0.5,81.47
10256,인천광역시,인천광역시,2013,20.873,35.0,0.006,0.026,0.024,0.5,81.47
10257,인천광역시,인천광역시,2013,22.052,36.0,0.006,0.021,0.029,0.6,81.47
10258,인천광역시,인천광역시,2013,27.79,46.0,0.007,0.016,0.032,0.7,81.47
10259,인천광역시,인천광역시,2013,32.955,55.0,0.009,0.014,0.035,0.8,81.47
10260,인천광역시,인천광역시,2014,34.456,58.0,0.01,0.014,0.036,0.8,81.79
10261,인천광역시,인천광역시,2014,33.287,58.0,0.008,0.021,0.035,0.8,81.79
10262,인천광역시,인천광역시,2014,31.443,58.0,0.008,0.03,0.03,0.6,81.79
10263,인천광역시,인천광역시,2014,30.467,59.0,0.008,0.034,0.033,0.5,81.79
10264,인천광역시,인천광역시,2014,33.813,67.0,0.008,0.043,0.026,0.5,81.79
10265,인천광역시,인천광역시,2014,23.805,43.0,0.006,0.035,0.021,0.5,81.79
10266,인천광역시,인천광역시,2014,23.224,41.0,0.006,0.033,0.02,0.5,81.79
10267,인천광역시,인천광역시,2014,20.598,34.0,0.005,0.026,0.02,0.5,81.79
10268,인천광역시,인천광역시,2014,21.24,36.0,0.006,0.025,0.026,0.5,81.79
10269,인천광역시,인천광역시,2014,23.145,40.0,0.006,0.019,0.032,0.5,81.79
10270,인천광역시,인천광역시,2014,28.248,47.0,0.007,0.016,0.032,0.7,81.79
10271,인천광역시,인천광역시,2014,27.978,45.0,0.007,0.014,0.028,0.7,81.79
10272,인천광역시,인천광역시,2015,31.0,53.0,0.007,0.015,0.03,0.8,82.22
10273,인천광역시,인천광역시,2015,33.0,84.0,0.007,0.02,0.029,0.7,82.22
10274,인천광역시,인천광역시,2015,31.0,73.0,0.008,0.024,0.033,0.7,82.22
10275,인천광역시,인천광역시,2015,30.0,54.0,0.006,0.029,0.03,0.6,82.22
10276,인천광역시,인천광역시,2015,28.0,52.0,0.007,0.036,0.026,0.5,82.22
10277,인천광역시,인천광역시,2015,26.0,42.0,0.006,0.039,0.022,0.5,82.22
10278,인천광역시,인천광역시,2015,23.0,34.0,0.005,0.029,0.018,0.4,82.22
10279,인천광역시,인천광역시,2015,27.0,42.0,0.006,0.031,0.017,0.5,82.22
10280,인천광역시,인천광역시,2015,21.0,38.0,0.005,0.028,0.022,0.5,82.22
10281,인천광역시,인천광역시,2015,31.0,41.0,0.005,0.014,0.028,0.7,82.22
10282,인천광역시,인천광역시,2015,38.0,54.0,0.007,0.012,0.033,0.8,82.22
10283,인천광역시,인천광역시,2015,29.799,53.0,0.006,0.024,0.026,0.6,82.22
10284,인천광역시,인천광역시,2016,29.0,49.0,0.007,0.017,0.026,0.7,82.56
10285,인천광역시,인천광역시,2016,25.0,46.0,0.007,0.021,0.026,0.6,82.56
10286,인천광역시,인천광역시,2016,35.0,65.0,0.007,0.026,0.031,0.6,82.56
10287,인천광역시,인천광역시,2016,31.0,72.0,0.007,0.031,0.031,0.5,82.56
10288,인천광역시,인천광역시,2016,29.0,58.0,0.007,0.041,0.025,0.5,82.56
10289,인천광역시,인천광역시,2016,25.0,48.0,0.006,0.037,0.021,0.5,82.56
10290,인천광역시,인천광역시,2016,19.0,35.0,0.006,0.025,0.018,0.4,82.56
10291,인천광역시,인천광역시,2016,20.0,37.0,0.005,0.029,0.017,0.5,82.56
10292,인천광역시,인천광역시,2016,25.0,41.0,0.005,0.029,0.022,0.5,82.56
10293,인천광역시,인천광역시,2016,29.0,55.0,0.006,0.017,0.027,0.7,82.56
10294,인천광역시,인천광역시,2016,29.0,47.0,0.006,0.013,0.028,0.8,82.56
10295,인천광역시,인천광역시,2016,25.098,42.0,0.005,0.02,0.025,0.6,82.56
10296,인천광역시,인천광역시,2017,31.0,52.0,0.006,0.027,0.027,0.8,82.95
10297,인천광역시,인천광역시,2017,26.0,47.0,0.006,0.023,0.026,0.7,82.95
10298,인천광역시,인천광역시,2017,37.0,62.0,0.007,0.03,0.03,0.7,82.95
10299,인천광역시,인천광역시,2017,27.0,58.0,0.006,0.035,0.025,0.6,82.95
10300,인천광역시,인천광역시,2017,27.0,63.0,0.006,0.038,0.022,0.5,82.95
10301,인천광역시,인천광역시,2017,24.0,42.0,0.005,0.037,0.018,0.4,82.95
10302,인천광역시,인천광역시,2017,23.0,37.0,0.005,0.028,0.018,0.5,82.95
10303,인천광역시,인천광역시,2017,15.0,27.0,0.004,0.025,0.019,0.4,82.95
10304,인천광역시,인천광역시,2017,22.0,38.0,0.005,0.03,0.022,0.5,82.95
10305,인천광역시,인천광역시,2017,23.0,41.0,0.005,0.017,0.026,0.6,82.95
10306,인천광역시,인천광역시,2017,28.0,45.0,0.006,0.014,0.031,0.6,82.95
10307,인천광역시,인천광역시,2017,19.934,33.0,0.004,0.024,0.022,0.5,82.95
10308,인천광역시,인천광역시,2018,29.0,48.0,0.006,0.017,0.029,0.7,83.19
10309,인천광역시,인천광역시,2018,27.0,49.0,0.006,0.022,0.027,0.6,83.19
10310,인천광역시,인천광역시,2018,32.0,49.0,0.005,0.027,0.029,0.6,83.19
10311,인천광역시,인천광역시,2018,24.0,46.0,0.005,0.032,0.027,0.5,83.19
10312,인천광역시,인천광역시,2018,21.0,40.0,0.004,0.034,0.023,0.5,83.19
10313,인천광역시,인천광역시,2018,22.0,34.0,0.005,0.034,0.022,0.4,83.19
10314,인천광역시,인천광역시,2018,16.0,26.0,0.004,0.021,0.017,0.4,83.19
10315,인천광역시,인천광역시,2018,12.0,25.0,0.004,0.031,0.016,0.4,83.19
10316,인천광역시,인천광역시,2018,15.0,24.0,0.004,0.029,0.019,0.4,83.19
10317,인천광역시,인천광역시,2018,29.0,55.0,0.005,0.016,0.035,0.7,83.19
10318,인천광역시,인천광역시,2018,24.0,45.0,0.005,0.016,0.03,0.6,83.19
10319,인천광역시,인천광역시,2018,19.751,33.0,0.004,0.022,0.026,0.5,83.19
10320,인천광역시,인천광역시,2019,33.0,62.0,0.006,0.017,0.032,0.7,83.6
10321,인천광역시,인천광역시,2019,31.0,55.0,0.006,0.023,0.029,0.7,83.6
10322,인천광역시,인천광역시,2019,41.0,67.0,0.005,0.033,0.028,0.6,83.6
10323,인천광역시,인천광역시,2019,20.0,43.0,0.005,0.033,0.026,0.5,83.6
10324,인천광역시,인천광역시,2019,26.0,51.0,0.006,0.046,0.023,0.5,83.6
10325,인천광역시,인천광역시,2019,17.0,29.0,0.004,0.041,0.017,0.4,83.6
10326,인천광역시,인천광역시,2019,19.0,31.0,0.004,0.032,0.015,0.4,83.6
10327,인천광역시,인천광역시,2019,18.0,30.0,0.004,0.037,0.015,0.4,83.6
10328,인천광역시,인천광역시,2019,14.0,28.0,0.004,0.026,0.021,0.5,83.6
10329,인천광역시,인천광역시,2019,19.0,41.0,0.005,0.017,0.031,0.6,83.6
10330,인천광역시,인천광역시,2019,25.0,40.0,0.005,0.015,0.031,0.7,83.6
10331,인천광역시,인천광역시,2019,20.746,35.0,0.004,0.024,0.023,0.5,83.6
10332,인천광역시,인천광역시,2020,27.0,42.0,0.005,0.02,0.028,0.7,83.84
10333,인천광역시,인천광역시,2020,23.0,37.0,0.004,0.023,0.027,0.6,83.84
10334,인천광역시,인천광역시,2020,21.0,41.0,0.004,0.032,0.023,0.5,83.84
10335,인천광역시,인천광역시,2020,16.0,39.0,0.004,0.041,0.017,0.5,83.84
10336,인천광역시,인천광역시,2020,15.0,31.0,0.004,0.039,0.017,0.5,83.84
10337,인천광역시,인천광역시,2020,17.0,32.0,0.003,0.044,0.016,0.4,83.84
10338,인천광역시,인천광역시,2020,14.0,21.0,0.003,0.034,0.014,0.4,83.84
10339,인천광역시,인천광역시,2020,14.0,24.0,0.003,0.021,0.012,0.3,83.84
10340,인천광역시,인천광역시,2020,10.0,20.0,0.003,0.032,0.015,0.4,83.84
10341,인천광역시,인천광역시,2020,21.0,39.0,0.004,0.02,0.027,0.5,83.84
10342,인천광역시,인천광역시,2020,24.0,39.0,0.004,0.019,0.027,0.6,83.84
10343,인천광역시,인천광역시,2020,20.032,34.0,0.004,0.028,0.021,0.5,83.84
10344,전라남도,광양,2010,28.458,47.0,0.008,0.023,0.018,0.6,80.89
10345,전라남도,광양,2010,25.046,42.0,0.007,0.025,0.018,0.5,80.89
10346,전라남도,광양,2010,33.387,63.0,0.005,0.029,0.015,0.4,80.89
10347,전라남도,광양,2010,23.406,41.0,0.007,0.037,0.016,0.5,80.89
10348,전라남도,광양,2010,27.226,50.0,0.01,0.039,0.017,0.4,80.89
10349,전라남도,광양,2010,22.086,39.0,0.009,0.037,0.018,0.4,80.89
10350,전라남도,광양,2010,20.36,32.0,0.007,0.019,0.013,0.3,80.89
10351,전라남도,광양,2010,22.765,37.0,0.006,0.016,0.013,0.3,80.89
10352,전라남도,광양,2010,19.312,31.0,0.005,0.021,0.012,0.3,80.89
10353,전라남도,광양,2010,20.81,37.0,0.005,0.03,0.014,0.3,80.89
10354,전라남도,광양,2010,33.886,61.0,0.007,0.022,0.02,0.5,80.89
10355,전라남도,광양,2010,31.669,55.0,0.007,0.021,0.016,0.5,80.89
10356,전라남도,광양,2011,23.056,39.0,0.005,0.026,0.012,0.4,81.13
10357,전라남도,광양,2011,36.608,65.0,0.009,0.024,0.02,0.6,81.13
10358,전라남도,광양,2011,28.234,52.0,0.007,0.034,0.015,0.4,81.13
10359,전라남도,광양,2011,29.023,54.0,0.008,0.041,0.017,0.5,81.13
10360,전라남도,광양,2011,37.519,72.0,0.008,0.034,0.016,0.4,81.13
10361,전라남도,광양,2011,29.983,54.0,0.01,0.031,0.017,0.4,81.13
10362,전라남도,광양,2011,26.976,44.0,0.01,0.021,0.013,0.4,81.13
10363,전라남도,광양,2011,22.277,37.0,0.008,0.026,0.011,0.3,81.13
10364,전라남도,광양,2011,19.075,32.0,0.006,0.029,0.012,0.3,81.13
10365,전라남도,광양,2011,21.036,36.0,0.006,0.03,0.016,0.4,81.13
10366,전라남도,광양,2011,21.285,35.0,0.006,0.023,0.017,0.4,81.13
10367,전라남도,광양,2011,21.736,35.0,0.006,0.02,0.016,0.4,81.13
10368,전라남도,광양,2012,25.588,42.0,0.007,0.023,0.015,0.5,81.36
10369,전라남도,광양,2012,23.294,38.0,0.007,0.027,0.015,0.5,81.36
10370,전라남도,광양,2012,23.419,43.0,0.006,0.038,0.015,0.4,81.36
10371,전라남도,광양,2012,23.443,43.0,0.008,0.04,0.017,0.4,81.36
10372,전라남도,광양,2012,28.594,52.0,0.01,0.039,0.019,0.5,81.36
10373,전라남도,광양,2012,23.108,38.0,0.01,0.028,0.016,0.4,81.36
10374,전라남도,광양,2012,22.29,35.0,0.007,0.019,0.014,0.4,81.36
10375,전라남도,광양,2012,18.846,29.0,0.006,0.02,0.011,0.3,81.36
10376,전라남도,광양,2012,19.978,32.0,0.006,0.026,0.013,0.4,81.36
10377,전라남도,광양,2012,21.383,36.0,0.006,0.027,0.016,0.4,81.36
10378,전라남도,광양,2012,24.697,42.0,0.006,0.023,0.015,0.4,81.36
10379,전라남도,광양,2012,18.976,29.0,0.006,0.021,0.015,0.4,81.36
10380,전라남도,광양,2013,28.586,49.0,0.007,0.023,0.017,0.5,81.59
10381,전라남도,광양,2013,24.692,41.0,0.007,0.025,0.017,0.5,81.59
10382,전라남도,광양,2013,32.125,61.0,0.007,0.039,0.018,0.5,81.59
10383,전라남도,광양,2013,23.512,45.0,0.006,0.046,0.014,0.4,81.59
10384,전라남도,광양,2013,31.106,61.0,0.008,0.045,0.017,0.4,81.59
10385,전라남도,광양,2013,23.771,42.0,0.008,0.035,0.015,0.4,81.59
10386,전라남도,광양,2013,24.208,42.0,0.005,0.024,0.01,0.3,81.59
10387,전라남도,광양,2013,25.911,44.0,0.007,0.026,0.011,0.4,81.59
10388,전라남도,광양,2013,19.862,34.0,0.006,0.031,0.011,0.3,81.59
10389,전라남도,광양,2013,18.728,32.0,0.005,0.03,0.012,0.3,81.59
10390,전라남도,광양,2013,22.519,38.0,0.005,0.024,0.015,0.4,81.59
10391,전라남도,광양,2013,25.856,44.0,0.007,0.022,0.016,0.4,81.59
10392,전라남도,광양,2014,32.842,57.0,0.008,0.022,0.021,0.6,81.79
10393,전라남도,광양,2014,26.629,47.0,0.006,0.03,0.017,0.5,81.79
10394,전라남도,광양,2014,25.848,48.0,0.006,0.035,0.017,0.4,81.79
10395,전라남도,광양,2014,25.421,48.0,0.008,0.04,0.02,0.4,81.79
10396,전라남도,광양,2014,31.197,61.0,0.008,0.046,0.015,0.4,81.79
10397,전라남도,광양,2014,25.223,45.0,0.007,0.035,0.012,0.4,81.79
10398,전라남도,광양,2014,22.475,37.0,0.006,0.026,0.011,0.4,81.79
10399,전라남도,광양,2014,18.915,29.0,0.005,0.024,0.01,0.4,81.79
10400,전라남도,광양,2014,19.838,32.0,0.006,0.029,0.011,0.4,81.79
10401,전라남도,광양,2014,17.725,29.0,0.006,0.027,0.014,0.3,81.79
10402,전라남도,광양,2014,19.557,31.0,0.005,0.021,0.016,0.4,81.79
10403,전라남도,광양,2014,19.984,31.0,0.005,0.02,0.013,0.4,81.79
10404,전라남도,광양,2015,31.0,40.0,0.005,0.02,0.016,0.4,82.02
10405,전라남도,광양,2015,34.0,55.0,0.006,0.027,0.014,0.5,82.02
10406,전라남도,광양,2015,30.0,51.0,0.008,0.031,0.018,0.5,82.02
10407,전라남도,광양,2015,22.0,38.0,0.006,0.036,0.014,0.4,82.02
10408,전라남도,광양,2015,24.0,45.0,0.009,0.036,0.015,0.4,82.02
10409,전라남도,광양,2015,30.0,45.0,0.009,0.026,0.014,0.4,82.02
10410,전라남도,광양,2015,21.0,35.0,0.006,0.022,0.011,0.4,82.02
10411,전라남도,광양,2015,20.0,36.0,0.006,0.023,0.01,0.3,82.02
10412,전라남도,광양,2015,16.0,26.0,0.006,0.036,0.01,0.3,82.02
10413,전라남도,광양,2015,20.0,28.0,0.006,0.023,0.014,0.4,82.02
10414,전라남도,광양,2015,24.0,36.0,0.006,0.019,0.016,0.4,82.02
10415,전라남도,광양,2015,23.197,41.0,0.007,0.034,0.015,0.4,82.02
10416,전라남도,광양,2016,24.0,40.0,0.006,0.025,0.013,0.4,82.31
10417,전라남도,광양,2016,25.0,41.0,0.007,0.031,0.013,0.4,82.31
10418,전라남도,광양,2016,29.0,48.0,0.006,0.033,0.017,0.4,82.31
10419,전라남도,광양,2016,26.0,51.0,0.008,0.038,0.017,0.4,82.31
10420,전라남도,광양,2016,27.0,47.0,0.009,0.043,0.017,0.4,82.31
10421,전라남도,광양,2016,25.0,37.0,0.009,0.031,0.014,0.4,82.31
10422,전라남도,광양,2016,20.0,29.0,0.008,0.023,0.013,0.4,82.31
10423,전라남도,광양,2016,24.0,34.0,0.007,0.032,0.011,0.4,82.31
10424,전라남도,광양,2016,20.0,31.0,0.005,0.027,0.009,0.4,82.31
10425,전라남도,광양,2016,24.0,38.0,0.005,0.024,0.013,0.4,82.31
10426,전라남도,광양,2016,22.0,35.0,0.005,0.02,0.015,0.5,82.31
10427,전라남도,광양,2016,18.367,30.0,0.004,0.025,0.01,0.3,82.31
10428,전라남도,광양,2017,24.0,39.0,0.005,0.013,0.013,0.4,82.8
10429,전라남도,광양,2017,23.0,37.0,0.006,0.028,0.014,0.4,82.8
10430,전라남도,광양,2017,28.0,44.0,0.007,0.017,0.017,0.4,82.8
10431,전라남도,광양,2017,23.0,47.0,0.008,0.044,0.017,0.5,82.8
10432,전라남도,광양,2017,22.0,51.0,0.008,0.041,0.015,0.4,82.8
10433,전라남도,광양,2017,22.0,40.0,0.008,0.038,0.015,0.5,82.8
10434,전라남도,광양,2017,21.0,35.0,0.006,0.023,0.013,0.4,82.8
10435,전라남도,광양,2017,14.0,26.0,0.006,0.027,0.01,0.4,82.8
