,Country,District,City,date,pm25,pm10,so2,o3,no2,co
7091,South Korea,경상북도,봉화,2020.02,17,25,0.012,0.032,0.009,0.5
7092,South Korea,경상북도,봉화,2020.03,15,25,0.009,0.041,0.008,0.4
7093,South Korea,경상북도,봉화,2020.04,15,27,0.009,0.041,0.008,0.3
7094,South Korea,경상북도,봉화,2020.05,11,20,0.006,0.039,0.005,0.3
7095,South Korea,경상북도,봉화,2020.06,15,25,0.006,0.043,0.007,0.3
7096,South Korea,경상북도,봉화,2020.07,7,11,0.003,0.025,0.004,0.3
7097,South Korea,경상북도,봉화,2020.08,12,18,0.005,0.024,0.005,0.3
7098,South Korea,경상북도,봉화,2020.09,9,13,0.004,0.031,0.005,0.3
7099,South Korea,경상북도,봉화,2020.1,11,21,0.007,0.027,0.006,0.4
7100,South Korea,경상북도,봉화,2020.11,14,25,0.008,0.024,0.01,0.4
7101,South Korea,경상북도,봉화,2020.12,18,28,0.02,0.024,0.013,0.6
7102,South Korea,경상북도,봉화,2021.01,14,31,0.013,0.026,0.009,0.5
7103,South Korea,경상북도,봉화,2021.02,17,36,0.011,0.042,0.01,0.5
7104,South Korea,경상북도,봉화,2021.03,11,46,0.008,0.034,0.009*,0.4
7105,South Korea,경상북도,봉화,2021.04,9,35,0.007,0.038,0.009*,0.4
7106,South Korea,경상북도,봉화,2021.05,11,43,0.004,0.035,0.007,0.3
7107,South Korea,경상북도,봉화,2021.06,9,24,0.003,0.035,0.005,0.3
7108,South Korea,경상북도,봉화,2021.07,10,17,0.002,0.025,0.004,0.3
7109,South Korea,경상북도,봉화,2021.08,10,20,0.002,0.025,0.004,0.3
7110,South Korea,경상북도,봉화,2021.09,6,13,0.003,0.024,0.004,0.3
7111,South Korea,경상북도,봉화,2021.1,10,19,0.003,0.022,0.005,0.4
7112,South Korea,경상북도,봉화,2021.11,14,31,0.004,0.024,0.009,0.5
7113,South Korea,경상북도,봉화,2021.12,13,26,0.005,0.022,0.011,0.5
7114,South Korea,경상북도,봉화,2022.01,17,29,0.007,0.022,0.013,0.7
7115,South Korea,경상북도,봉화,2022.02,17,30,0.007,0.031,0.01,0.5
7116,South Korea,경상북도,봉화,2022.03,18,39,0.005,0.035,0.009,0.5
7117,South Korea,경상북도,봉화,2022.04,14,32**,0.005,0.039,0.008,0.3
7118,South Korea,경상북도,봉화,2022.05,15,28**,0.005,0.048,0.007,0.3
7119,South Korea,경상북도,봉화,2022.06,11,18**,0.003,0.036,0.004,0.3
7120,South Korea,경상북도,봉화,2022.07,9,15**,0.003,0.025,0.004,0.3
7121,South Korea,경상북도,봉화,2022.08,9,16**,0.004,0.024,0.004,0.3
7122,South Korea,경상북도,봉화,2022.09,7,12**,0.003,0.023,0.004,0.3
7123,South Korea,경상북도,봉화,2022.1,9,14,0.004,0.023,0.005,0.3
7124,South Korea,경상북도,봉화,2022.11,15*,25*,0.007*,0.025*,0.009*,0.4*
7125,South Korea,경상북도,상주,2015.01,-,-,-,-,-,-
7126,South Korea,경상북도,상주,2015.02,-,-,-,-,-,-
7127,South Korea,경상북도,상주,2015.03,-,-,-,-,-,-
7128,South Korea,경상북도,상주,2015.04,-,-,-,-,-,-
7129,South Korea,경상북도,상주,2015.05,-,-,-,-,-,-
7130,South Korea,경상북도,상주,2015.06,-,-,-,-,-,-
7131,South Korea,경상북도,상주,2015.07,-,-,-,-,-,-
7132,South Korea,경상북도,상주,2015.08,-,-,-,-,-,-
7133,South Korea,경상북도,상주,2015.09,-,-,-,-,-,-
7134,South Korea,경상북도,상주,2015.1,-,-,-,-,-,-
7135,South Korea,경상북도,상주,2015.11,-,-,-,-,-,-
7136,South Korea,경상북도,상주,2015.12,-,-,-,-,-,-
7137,South Korea,경상북도,상주,2016.01,-,-,-,-,-,-
7138,South Korea,경상북도,상주,2016.02,-,-,-,-,-,-
7139,South Korea,경상북도,상주,2016.03,-,-,-,-,-,-
7140,South Korea,경상북도,상주,2016.04,-,-,-,-,-,-
7141,South Korea,경상북도,상주,2016.05,-,-,-,-,-,-
7142,South Korea,경상북도,상주,2016.06,-,-,-,-,-,-
7143,South Korea,경상북도,상주,2016.07,-,-,-,-,-,-
7144,South Korea,경상북도,상주,2016.08,-,-,-,-,-,-
7145,South Korea,경상북도,상주,2016.09,-,-,-,-,-,-
7146,South Korea,경상북도,상주,2016.1,-,-,-,-,-,-
7147,South Korea,경상북도,상주,2016.11,-,-,-,-,-,-
7148,South Korea,경상북도,상주,2016.12,-,-,-,-,-,-
7149,South Korea,경상북도,상주,2017.01,-,-,-,-,-,-
7150,South Korea,경상북도,상주,2017.02,-,-,-,-,-,-
7151,South Korea,경상북도,상주,2017.03,-,-,-,-,-,-
7152,South Korea,경상북도,상주,2017.04,-,-,-,-,-,-
7153,South Korea,경상북도,상주,2017.05,-,-,-,-,-,-
7154,South Korea,경상북도,상주,2017.06,-,-,-,-,-,-
7155,South Korea,경상북도,상주,2017.07,-,-,-,-,-,-
7156,South Korea,경상북도,상주,2017.08,-,-,-,-,-,-
7157,South Korea,경상북도,상주,2017.09,-,-,-,-,-,-
7158,South Korea,경상북도,상주,2017.1,-,-,-,-,-,-
7159,South Korea,경상북도,상주,2017.11,-,-,-,-,-,-
7160,South Korea,경상북도,상주,2017.12,-,53**,0.004** ,0.023**,0.018**,0.5**
7161,South Korea,경상북도,상주,2018.01,26*,44,0.004,0.025,0.016,0.5
7162,South Korea,경상북도,상주,2018.02,23,40,0.005,0.031,0.019,0.5
7163,South Korea,경상북도,상주,2018.03,26,45,0.003,0.038,0.012,0.5
7164,South Korea,경상북도,상주,2018.04,18,53,0.003,0.043,0.01,0.4
7165,South Korea,경상북도,상주,2018.05,16,40,0.003,0.045,0.009,0.4
7166,South Korea,경상북도,상주,2018.06,16,29,0.003,0.048,0.008,0.3
7167,South Korea,경상북도,상주,2018.07,15,20,0.003,0.035,0.006,0.2
7168,South Korea,경상북도,상주,2018.08,14,17,0.003,0.036,0.008,0.3
7169,South Korea,경상북도,상주,2018.09,12,21,0.003,0.03,0.009,0.4
7170,South Korea,경상북도,상주,2018.1,21,28,0.003,0.025,0.012,0.5
7171,South Korea,경상북도,상주,2018.11,36,49,0.003,0.015,0.019,0.7
7172,South Korea,경상북도,상주,2018.12,31,40,0.004,0.018,0.018,0.7
7173,South Korea,경상북도,상주,2019.01,40,55,0.003,0.025,0.017,0.6
7174,South Korea,경상북도,상주,2019.02,43,54,0.003,0.031,0.015,0.5
7175,South Korea,경상북도,상주,2019.03,44,62,0.003,0.043,0.014,0.5
7176,South Korea,경상북도,상주,2019.04,20,44,0.003,0.044,0.011,0.4
7177,South Korea,경상북도,상주,2019.05,23,48,0.003,0.061,0.01,0.4
7178,South Korea,경상북도,상주,2019.06,17,30,0.002,0.049,0.009,0.3
7179,South Korea,경상북도,상주,2019.07,12,25,0.002,0.032,0.009,0.3
7180,South Korea,경상북도,상주,2019.08,13,25,0.002,0.032,0.007,0.3
7181,South Korea,경상북도,상주,2019.09,11,22,0.003,0.026,0.009,0.3
7182,South Korea,경상북도,상주,2019.1,15,30,0.003,0.025,0.011,0.3
7183,South Korea,경상북도,상주,2019.11,-,45,0.003,0.021,0.017,0.4
7184,South Korea,경상북도,상주,2019.12,25**,40,0.005,0.019,0.018,0.6
7185,South Korea,경상북도,상주,2020.01,28,37,0.005,0.024,0.018,0.5
7186,South Korea,경상북도,상주,2020.02,27,37,0.004,0.031,0.014,0.5
7187,South Korea,경상북도,상주,2020.03,23,41,0.004,0.038,0.012,0.4
7188,South Korea,경상북도,상주,2020.04,20,42,0.004,0.052,0.008,0.3
7189,South Korea,경상북도,상주,2020.05,18,34,0.004,0.047,0.008,0.3
7190,South Korea,경상북도,상주,2020.06,19,35,0.004,0.052,0.008,0.3
7191,South Korea,경상북도,상주,2020.07,10,17,0.003,0.031,0.007,0.3
7192,South Korea,경상북도,상주,2020.08,13,22,0.004,0.028,0.007,0.3
7193,South Korea,경상북도,상주,2020.09,13,21,0.003,0.033,0.008,0.3
7194,South Korea,경상북도,상주,2020.1,21,33,0.003,0.043,0.011,0.4
7195,South Korea,경상북도,상주,2020.11,29,42,0.003,0.026,0.015,0.4
7196,South Korea,경상북도,상주,2020.12,32,43,0.003,0.024,0.014,0.5
7197,South Korea,경상북도,상주,2021.01,28,42,0.004,0.028,0.014,0.5
7198,South Korea,경상북도,상주,2021.02,29,41,0.004,0.038,0.014,0.4
7199,South Korea,경상북도,상주,2021.03,28,60,0.003,0.053,0.012,0.3
7200,South Korea,경상북도,상주,2021.04,22,43,0.003,0.056,0.009,0.3
7201,South Korea,경상북도,상주,2021.05,24,53,0.002,0.05,0.007,0.3
7202,South Korea,경상북도,상주,2021.06,21,32,0.002,0.063,0.007,0.3
7203,South Korea,경상북도,상주,2021.07,12,21,0.003,0.059,0.008,0.3
7204,South Korea,경상북도,상주,2021.08,8,20,0.003,0.042,0.007,0.3
7205,South Korea,경상북도,상주,2021.09,5,15,0.003,0.024,0.008,0.3
7206,South Korea,경상북도,상주,2021.1,16,25,0.004,0.024,0.011,0.4
7207,South Korea,경상북도,상주,2021.11,28,41,0.003,0.025,0.015,0.5
7208,South Korea,경상북도,상주,2021.12,27,36,0.003,0.022,0.014,0.6
7209,South Korea,경상북도,상주,2022.01,29,37,0.003,0.025,0.013,0.5
7210,South Korea,경상북도,상주,2022.02,26,34,0.003,0.036,0.012,0.5
7211,South Korea,경상북도,상주,2022.03,26,41,0.003,0.035,0.014,0.5
7212,South Korea,경상북도,상주,2022.04,18,34,0.003,0.047,0.009,0.4
7213,South Korea,경상북도,상주,2022.05,17,30,0.003,0.059,0.007,0.3
7214,South Korea,경상북도,상주,2022.06,15,22,0.002,0.044,0.006,0.3
7215,South Korea,경상북도,상주,2022.07,15**,20,0.002,0.038,0.005,0.3
7216,South Korea,경상북도,상주,2022.08,-,16,0.002,0.028,0.006,0.2
7217,South Korea,경상북도,상주,2022.09,-,17,0.002,0.026,0.008,0.3
7218,South Korea,경상북도,상주,2022.1,-,22,0.002,0.025,0.01,0.3
7219,South Korea,경상북도,상주,2022.11,28,38,0.002,0.022,0.016,0.4
7220,South Korea,경상북도,성주,2015.01,-,-,-,-,-,-
7221,South Korea,경상북도,성주,2015.02,-,-,-,-,-,-
7222,South Korea,경상북도,성주,2015.03,-,-,-,-,-,-
7223,South Korea,경상북도,성주,2015.04,-,-,-,-,-,-
7224,South Korea,경상북도,성주,2015.05,-,-,-,-,-,-
7225,South Korea,경상북도,성주,2015.06,-,-,-,-,-,-
7226,South Korea,경상북도,성주,2015.07,-,-,-,-,-,-
7227,South Korea,경상북도,성주,2015.08,-,-,-,-,-,-
7228,South Korea,경상북도,성주,2015.09,-,-,-,-,-,-
7229,South Korea,경상북도,성주,2015.1,-,-,-,-,-,-
7230,South Korea,경상북도,성주,2015.11,-,-,-,-,-,-
7231,South Korea,경상북도,성주,2015.12,-,-,-,-,-,-
7232,South Korea,경상북도,성주,2016.01,-,-,-,-,-,-
7233,South Korea,경상북도,성주,2016.02,-,-,-,-,-,-
7234,South Korea,경상북도,성주,2016.03,-,-,-,-,-,-
7235,South Korea,경상북도,성주,2016.04,-,-,-,-,-,-
7236,South Korea,경상북도,성주,2016.05,-,-,-,-,-,-
7237,South Korea,경상북도,성주,2016.06,-,-,-,-,-,-
7238,South Korea,경상북도,성주,2016.07,-,-,-,-,-,-
7239,South Korea,경상북도,성주,2016.08,-,-,-,-,-,-
7240,South Korea,경상북도,성주,2016.09,-,-,-,-,-,-
7241,South Korea,경상북도,성주,2016.1,-,-,-,-,-,-
7242,South Korea,경상북도,성주,2016.11,-,-,-,-,-,-
7243,South Korea,경상북도,성주,2016.12,-,-,-,-,-,-
7244,South Korea,경상북도,성주,2017.01,-,-,-,-,-,-
7245,South Korea,경상북도,성주,2017.02,-,-,-,-,-,-
7246,South Korea,경상북도,성주,2017.03,-,-,-,-,-,-
7247,South Korea,경상북도,성주,2017.04,-,-,-,-,-,-
7248,South Korea,경상북도,성주,2017.05,-,-,-,-,-,-
7249,South Korea,경상북도,성주,2017.06,-,-,-,-,-,-
7250,South Korea,경상북도,성주,2017.07,-,-,-,-,-,-
7251,South Korea,경상북도,성주,2017.08,-,-,-,-,-,-
7252,South Korea,경상북도,성주,2017.09,-,-,-,-,-,-
7253,South Korea,경상북도,성주,2017.1,-,-,-,-,-,-
7254,South Korea,경상북도,성주,2017.11,-,-,-,-,-,-
7255,South Korea,경상북도,성주,2017.12,-,-,-,-,-,-
7256,South Korea,경상북도,성주,2018.01,-,-,-,-,-,-
7257,South Korea,경상북도,성주,2018.02,-,-,-,-,-,-
7258,South Korea,경상북도,성주,2018.03,-,-,-,-,-,-
7259,South Korea,경상북도,성주,2018.04,-,-,-,-,-,-
7260,South Korea,경상북도,성주,2018.05,-,-,-,-,-,-
7261,South Korea,경상북도,성주,2018.06,-,-,-,-,-,-
7262,South Korea,경상북도,성주,2018.07,-,-,-,-,-,-
7263,South Korea,경상북도,성주,2018.08,-,-,-,-,-,-
7264,South Korea,경상북도,성주,2018.09,-,-,-,-,-,-
7265,South Korea,경상북도,성주,2018.1,-,-,-,-,-,-
7266,South Korea,경상북도,성주,2018.11,-,-,-,-,-,-
7267,South Korea,경상북도,성주,2018.12,-,-,-,-,-,-
7268,South Korea,경상북도,성주,2019.01,-,-,-,-,-,-
7269,South Korea,경상북도,성주,2019.02,-,-,-,-,-,-
7270,South Korea,경상북도,성주,2019.03,-,-,-,-,-,-
7271,South Korea,경상북도,성주,2019.04,-,-,-,-,-,-
7272,South Korea,경상북도,성주,2019.05,-,-,-,-,-,-
7273,South Korea,경상북도,성주,2019.06,-,-,-,-,-,-
7274,South Korea,경상북도,성주,2019.07,-,-,-,-,-,-
7275,South Korea,경상북도,성주,2019.08,-,-,-,-,-,-
7276,South Korea,경상북도,성주,2019.09,-,-,-,-,-,-
7277,South Korea,경상북도,성주,2019.1,-,-,-,-,-,-
7278,South Korea,경상북도,성주,2019.11,-,-,-,-,-,-
7279,South Korea,경상북도,성주,2019.12,-,-,-,-,-,-
7280,South Korea,경상북도,성주,2020.01,-,-,-,-,-,-
7281,South Korea,경상북도,성주,2020.02,-,-,-,-,-,-
7282,South Korea,경상북도,성주,2020.03,20,32,0.003,0.031,0.017,0.6**
7283,South Korea,경상북도,성주,2020.04,18,33,0.003,0.04,0.015,0.6
7284,South Korea,경상북도,성주,2020.05,18,31,0.002,0.04,0.013,0.6
7285,South Korea,경상북도,성주,2020.06,16,29,0.003,0.042,0.013,0.5*
7286,South Korea,경상북도,성주,2020.07,11,18,0.003,0.028,0.01,0.4
7287,South Korea,경상북도,성주,2020.08,15,21,0.002,0.022,0.009,0.2
7288,South Korea,경상북도,성주,2020.09,15,21,0.002,0.026,0.013,0.4
7289,South Korea,경상북도,성주,2020.1,20,28,0.002,0.024,0.018,0.3
7290,South Korea,경상북도,성주,2020.11,25,33,0.002,0.018,0.021,0.6
7291,South Korea,경상북도,성주,2020.12,27,33,0.003,0.017,0.02,0.6
7292,South Korea,경상북도,성주,2021.01,26,35,0.003,0.019,0.018,0.7
7293,South Korea,경상북도,성주,2021.02,27,36,0.003,0.025,0.016,0.6
7294,South Korea,경상북도,성주,2021.03,25,48,0.002,0.032,0.014,0.5
7295,South Korea,경상북도,성주,2021.04,20,38,0.002,0.041,0.012,0.4
7296,South Korea,경상북도,성주,2021.05,20,34,0.002,0.039,0.009,0.4
7297,South Korea,경상북도,성주,2021.06,22,29,0.002,0.042,0.012,0.4
7298,South Korea,경상북도,성주,2021.07,16,22,0.003,0.03,0.009,0.4*
7299,South Korea,경상북도,성주,2021.08,13,20,0.003,0.029,0.006,0.4
7300,South Korea,경상북도,성주,2021.09,12,21,0.003,0.026,0.009,0.4
7301,South Korea,경상북도,성주,2021.1,16,33,0.003,0.023,0.014,0.4
7302,South Korea,경상북도,성주,2021.11,23,38,0.003,0.019,0.019,0.4
7303,South Korea,경상북도,성주,2021.12,22,36,0.004,0.017,0.015,0.6
7304,South Korea,경상북도,성주,2022.01,25,36,0.003,0.018,0.019,0.5
7305,South Korea,경상북도,성주,2022.02,22,34,0.003,0.027,0.016,0.4
7306,South Korea,경상북도,성주,2022.03,24,42,0.003,0.03,0.017,0.6
7307,South Korea,경상북도,성주,2022.04,18,34,0.003,0.037,0.011,0.5
7308,South Korea,경상북도,성주,2022.05,17,33,0.003,0.044,0.01,0.5
7309,South Korea,경상북도,성주,2022.06,16,25,0.003,0.036,0.006,0.5
7310,South Korea,경상북도,성주,2022.07,16,23,0.002,0.033,0.009,0.5
7311,South Korea,경상북도,성주,2022.08,10,16,0.002,0.023,0.008,0.4
7312,South Korea,경상북도,성주,2022.09,15,29,0.002,0.023,0.011,0.4
7313,South Korea,경상북도,성주,2022.1,14,32,0.002,0.022,0.015,0.3
7314,South Korea,경상북도,성주,2022.11,21,44,0.003,0.018,0.02,0.5
7315,South Korea,경상북도,안동,2015.01,-,48,0.005,0.011,0.018,0.7
7316,South Korea,경상북도,안동,2015.02,-,74,0.004,0.023,0.017,0.7
7317,South Korea,경상북도,안동,2015.03,-,59,0.003,0.031,0.017,0.6
7318,South Korea,경상북도,안동,2015.04,-,38,0.002,0.036,0.01,0.5
7319,South Korea,경상북도,안동,2015.05,-,46,0.003,0.045,0.011,0.5
7320,South Korea,경상북도,안동,2015.06,-,33,0.002,0.043,0.012,0.4
7321,South Korea,경상북도,안동,2015.07,-,23,0.003,0.03,0.011,0.3
7322,South Korea,경상북도,안동,2015.08,-,30,0.004,0.027,0.01,0.2
7323,South Korea,경상북도,안동,2015.09,-,23,0.004,0.029,0.009,0.2
7324,South Korea,경상북도,안동,2015.1,-,35,0.004,0.027,0.016,0.4
7325,South Korea,경상북도,안동,2015.11,-,30,0.005,0.018,0.017,0.5
7326,South Korea,경상북도,안동,2015.12,-,47,0.006,0.012,0.02,0.7
7327,South Korea,경상북도,안동,2016.01,-,47,0.005,0.014,0.022,0.6
7328,South Korea,경상북도,안동,2016.02,-,45,0.005,0.021,0.023,0.7
7329,South Korea,경상북도,안동,2016.03,-,48,0.004,0.028,0.022,0.7
7330,South Korea,경상북도,안동,2016.04,-,53,0.003,0.04,0.018,0.7
7331,South Korea,경상북도,안동,2016.05,-,44,0.003,0.04,0.015,0.6
7332,South Korea,경상북도,안동,2016.06,-,32,0.003,0.041,0.012,0.6
7333,South Korea,경상북도,안동,2016.07,-,20,0.004,0.029,0.012,0.5
7334,South Korea,경상북도,안동,2016.08,-,18,0.005,0.032,0.009,0.5
7335,South Korea,경상북도,안동,2016.09,-,27,0.005,0.026,0.011,0.4**
7336,South Korea,경상북도,안동,2016.1,-,30,0.005,0.021,0.014,0.3
7337,South Korea,경상북도,안동,2016.11,-,46,0.007,0.017,0.022,0.5
7338,South Korea,경상북도,안동,2016.12,-,42,0.003,0.011,0.021,0.6
7339,South Korea,경상북도,안동,2017.01,-,49,0.004,0.018,0.018,0.6
7340,South Korea,경상북도,안동,2017.02,-,44,0.004,0.023,0.018,0.6
7341,South Korea,경상북도,안동,2017.03,-,48,0.004,0.018,0.018,0.6
7342,South Korea,경상북도,안동,2017.04,-,46,0.003,0.043,0.015,0.6
7343,South Korea,경상북도,안동,2017.05,-,53,0.003,0.049,0.013,0.5
7344,South Korea,경상북도,안동,2017.06,27**,34,0.004,0.051,0.011,0.5
7345,South Korea,경상북도,안동,2017.07,15,27,0.005,0.027,0.011,0.5
7346,South Korea,경상북도,안동,2017.08,10,18,0.006,0.023,0.008,0.3
7347,South Korea,경상북도,안동,2017.09,18,28,0.006,0.027,0.012,0.4
7348,South Korea,경상북도,안동,2017.1,15*,27,0.006,0.021,0.013,0.7*
7349,South Korea,경상북도,안동,2017.11,34,47,0.006,0.016,0.022,0.7
7350,South Korea,경상북도,안동,2017.12,38,45,0.008,0.014,0.026,0.7
7351,South Korea,경상북도,안동,2018.01,42,48,0.007,0.017,0.025,0.8
7352,South Korea,경상북도,안동,2018.02,36,45,0.007,0.025,0.023,0.8
7353,South Korea,경상북도,안동,2018.03,33,47*,0.007,0.033,0.018,0.7
7354,South Korea,경상북도,안동,2018.04,28,54,0.003,0.041,0.013,0.6
7355,South Korea,경상북도,안동,2018.05,22,41,0.005,0.04,0.011,0.5
7356,South Korea,경상북도,안동,2018.06,21,33,0.003,0.045,0.01,0.4
7357,South Korea,경상북도,안동,2018.07,17,26,0.003,0.027,0.008,0.3
7358,South Korea,경상북도,안동,2018.08,17,21,0.004,0.027,0.007,0.5
7359,South Korea,경상북도,안동,2018.09,14,27,0.004,0.027,0.01,0.5
7360,South Korea,경상북도,안동,2018.1,21,32,0.003,0.021,0.013,0.6
7361,South Korea,경상북도,안동,2018.11,32**,44**,0.003**,0.014**,0.008**,0.7**
7362,South Korea,경상북도,안동,2018.12,-,-,-,-,-,-
7363,South Korea,경상북도,안동,2019.01,-,-,-,-,-,-
7364,South Korea,경상북도,안동,2019.02,39**,46*,0.002*,0.030*,0.017*,0.4**
7365,South Korea,경상북도,안동,2019.03,31,48,0.003,0.04,0.013,0.3
7366,South Korea,경상북도,안동,2019.04,15,37,0.003,0.041,0.011,0.2
7367,South Korea,경상북도,안동,2019.05,20,44,0.003,0.056,0.01,0.3
7368,South Korea,경상북도,안동,2019.06,17,29,0.002,0.047,0.011,0.3
7369,South Korea,경상북도,안동,2019.07,16,26,0.002,0.034,0.006,0.2
7370,South Korea,경상북도,안동,2019.08,15,25,0.002,0.034,0.008,0.3
7371,South Korea,경상북도,안동,2019.09,10,19,0.002,0.028,0.007,0.2
7372,South Korea,경상북도,안동,2019.1,13,26,0.002,0.025,0.008,0.3
7373,South Korea,경상북도,안동,2019.11,19,36,0.003,0.019,0.007,0.4
7374,South Korea,경상북도,안동,2019.12,26,39,0.003,0.017,0.01,0.8
7375,South Korea,경상북도,안동,2020.01,25,36,0.004,0.021,0.019*,0.7
7376,South Korea,경상북도,안동,2020.02,23,35,0.004,0.027,0.017,0.7
7377,South Korea,경상북도,안동,2020.03,19,35,0.003,0.038,0.011,0.4
7378,South Korea,경상북도,안동,2020.04,18,38,0.003,0.048,0.011,0.4
7379,South Korea,경상북도,안동,2020.05,15,33,0.002,0.046,0.008,0.3
7380,South Korea,경상북도,안동,2020.06,15,34,0.003,0.051,0.008,0.3
7381,South Korea,경상북도,안동,2020.07,9,15,0.002,0.032,0.005,0.2
7382,South Korea,경상북도,안동,2020.08,13,22,0.002,0.023,0.008,0.2
7383,South Korea,경상북도,안동,2020.09,12,18,0.002,0.031,0.007,0.3
7384,South Korea,경상북도,안동,2020.1,16,28,0.002,0.027,0.012,0.4
7385,South Korea,경상북도,안동,2020.11,21,37,0.002,0.02,0.016,0.6
7386,South Korea,경상북도,안동,2020.12,24,38,0.003,0.02,0.02,0.6
7387,South Korea,경상북도,안동,2021.01,20,36,0.003,0.024,0.017,0.7
7388,South Korea,경상북도,안동,2021.02,22,39,0.003,0.032,0.015,0.7
7389,South Korea,경상북도,안동,2021.03,19,53,0.002,0.039,0.011,0.5
7390,South Korea,경상북도,안동,2021.04,15,37,0.002,0.049,0.008,0.4
7391,South Korea,경상북도,안동,2021.05,17,50,0.002,0.042,0.007,0.4
7392,South Korea,경상북도,안동,2021.06,14,30,0.002,0.046,0.007,0.4
7393,South Korea,경상북도,안동,2021.07,10,19,0.002,0.03,0.005,0.2
7394,South Korea,경상북도,안동,2021.08,10,23,0.001,0.031,0.006,0.3
7395,South Korea,경상북도,안동,2021.09,7,24,0.002,0.029,0.005,0.3
7396,South Korea,경상북도,안동,2021.1,10,41,0.002,0.024,0.008,0.3
7397,South Korea,경상북도,안동,2021.11,18,37,0.002,0.023,0.013,0.6
7398,South Korea,경상북도,안동,2021.12,19,34,0.002,0.021,0.017,0.7
7399,South Korea,경상북도,안동,2022.01,21,36,0.003,0.022,0.019,0.7
7400,South Korea,경상북도,안동,2022.02,20,34,0.003,0.034,0.011,0.5
7401,South Korea,경상북도,안동,2022.03,19,41,0.003,0.037,0.009,0.5
7402,South Korea,경상북도,안동,2022.04,15,35,0.003,0.045,0.008,0.3
7403,South Korea,경상북도,안동,2022.05,15,32,0.002,0.055,0.006,0.2
7404,South Korea,경상북도,안동,2022.06,11,22,0.002,0.041,0.006,0.2
7405,South Korea,경상북도,안동,2022.07,10,18,0.002,0.033,0.007,0.2
7406,South Korea,경상북도,안동,2022.08,8,15,0.002,0.026,0.008,0.3
7407,South Korea,경상북도,안동,2022.09,6,17,0.001,0.028,0.007,0.2
7408,South Korea,경상북도,안동,2022.1,11,19,0.002,0.026,0.009,0.3
7409,South Korea,경상북도,안동,2022.11,22,39,0.002,0.025,0.014,0.5
7410,South Korea,경상북도,영덕,2015.01,-,-,-,-,-,-
7411,South Korea,경상북도,영덕,2015.02,-,-,-,-,-,-
7412,South Korea,경상북도,영덕,2015.03,-,-,-,-,-,-
7413,South Korea,경상북도,영덕,2015.04,-,-,-,-,-,-
7414,South Korea,경상북도,영덕,2015.05,-,-,-,-,-,-
7415,South Korea,경상북도,영덕,2015.06,-,-,-,-,-,-
7416,South Korea,경상북도,영덕,2015.07,-,-,-,-,-,-
7417,South Korea,경상북도,영덕,2015.08,-,-,-,-,-,-
7418,South Korea,경상북도,영덕,2015.09,-,-,-,-,-,-
7419,South Korea,경상북도,영덕,2015.1,-,-,-,-,-,-
7420,South Korea,경상북도,영덕,2015.11,-,-,-,-,-,-
7421,South Korea,경상북도,영덕,2015.12,-,-,-,-,-,-
7422,South Korea,경상북도,영덕,2016.01,-,-,-,-,-,-
7423,South Korea,경상북도,영덕,2016.02,-,-,-,-,-,-
7424,South Korea,경상북도,영덕,2016.03,-,-,-,-,-,-
7425,South Korea,경상북도,영덕,2016.04,-,-,-,-,-,-
7426,South Korea,경상북도,영덕,2016.05,-,-,-,-,-,-
7427,South Korea,경상북도,영덕,2016.06,-,-,-,-,-,-
7428,South Korea,경상북도,영덕,2016.07,-,-,-,-,-,-
7429,South Korea,경상북도,영덕,2016.08,-,-,-,-,-,-
7430,South Korea,경상북도,영덕,2016.09,-,-,-,-,-,-
7431,South Korea,경상북도,영덕,2016.1,-,-,-,-,-,-
7432,South Korea,경상북도,영덕,2016.11,-,-,-,-,-,-
7433,South Korea,경상북도,영덕,2016.12,-,-,-,-,-,-
7434,South Korea,경상북도,영덕,2017.01,-,-,-,-,-,-
7435,South Korea,경상북도,영덕,2017.02,-,-,-,-,-,-
7436,South Korea,경상북도,영덕,2017.03,-,-,-,-,-,-
7437,South Korea,경상북도,영덕,2017.04,-,-,-,-,-,-
7438,South Korea,경상북도,영덕,2017.05,-,-,-,-,-,-
7439,South Korea,경상북도,영덕,2017.06,-,-,-,-,-,-
7440,South Korea,경상북도,영덕,2017.07,-,-,-,-,-,-
7441,South Korea,경상북도,영덕,2017.08,-,-,-,-,-,-
7442,South Korea,경상북도,영덕,2017.09,-,-,-,-,-,-
7443,South Korea,경상북도,영덕,2017.1,-,-,-,-,-,-
7444,South Korea,경상북도,영덕,2017.11,-,-,-,-,-,-
7445,South Korea,경상북도,영덕,2017.12,-,-,-,-,-,-
7446,South Korea,경상북도,영덕,2018.01,-,-,-,-,-,-
7447,South Korea,경상북도,영덕,2018.02,-,-,-,-,-,-
7448,South Korea,경상북도,영덕,2018.03,-,-,-,-,-,-
7449,South Korea,경상북도,영덕,2018.04,-,-,-,-,-,-
7450,South Korea,경상북도,영덕,2018.05,-,-,-,-,-,-
7451,South Korea,경상북도,영덕,2018.06,-,-,-,-,-,-
7452,South Korea,경상북도,영덕,2018.07,-,-,-,-,-,-
7453,South Korea,경상북도,영덕,2018.08,-,-,-,-,-,-
7454,South Korea,경상북도,영덕,2018.09,-,-,-,-,-,-
7455,South Korea,경상북도,영덕,2018.1,-,-,-,-,-,-
7456,South Korea,경상북도,영덕,2018.11,-,-,-,-,-,-
