City,pm25,pm10,o3,no2,so2,co,Cluster,District_강원도,District_경기도,District_경상남도,District_경상북도,District_광주광역시,District_대구광역시,District_대전광역시,District_부산광역시,District_서울특별시,District_세종특별자치시,District_울산광역시,District_인천광역시,District_전라남도,District_전라북도,District_제주특별자치도,District_충청남도,District_충청북도
부산광역시,12.852,43.439,0.029,0.02,0.006,0.384,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
부산광역시,12.852,43.439,0.029,0.02,0.006,0.384,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
부천,15.357,53.993,0.023,0.03,0.005,0.528,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
부천,15.357,53.993,0.023,0.03,0.005,0.528,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
부천,15.357,53.993,0.023,0.03,0.005,0.528,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
부천,15.357,53.993,0.023,0.03,0.005,0.528,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
부천,15.357,53.993,0.023,0.03,0.005,0.528,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
부천,15.357,53.993,0.023,0.03,0.005,0.528,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
사천,9.737,33.995,0.028,0.014,0.004,0.406,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
사천,9.737,33.995,0.028,0.014,0.004,0.406,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
사천,9.737,33.995,0.028,0.014,0.004,0.406,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
사천,9.737,33.995,0.028,0.014,0.004,0.406,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
사천,9.737,33.995,0.028,0.014,0.004,0.406,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
사천,9.737,33.995,0.028,0.014,0.004,0.406,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
삼척,9.511,38.538,0.03,0.015,0.004,0.49,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
삼척,9.511,38.538,0.03,0.015,0.004,0.49,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
삼척,9.511,38.538,0.03,0.015,0.004,0.49,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
삼척,9.511,38.538,0.03,0.015,0.004,0.49,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
삼척,9.511,38.538,0.03,0.015,0.004,0.49,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
상주,7.668,33.044,0.023,0.012,0.004,0.383,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
상주,7.668,33.044,0.023,0.012,0.004,0.383,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
상주,7.668,33.044,0.023,0.012,0.004,0.383,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
서귀포,8.653,36.75,0.039,0.008,0.002,0.308,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
서귀포,8.653,36.75,0.039,0.008,0.002,0.308,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
서귀포,8.653,36.75,0.039,0.008,0.002,0.308,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
서귀포,8.653,36.75,0.039,0.008,0.002,0.308,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
서귀포,8.653,36.75,0.039,0.008,0.002,0.308,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
서귀포,8.653,36.75,0.039,0.008,0.002,0.308,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
서산,8.681,39.379,0.031,0.017,0.005,0.536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
서산,8.681,39.379,0.031,0.017,0.005,0.536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
서산,8.681,39.379,0.031,0.017,0.005,0.536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
서산,8.681,39.379,0.031,0.017,0.005,0.536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
서산,8.681,39.379,0.031,0.017,0.005,0.536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
서울특별시,13.148,43.773,0.023,0.031,0.005,0.526,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
서울특별시,13.148,43.773,0.023,0.031,0.005,0.526,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
서울특별시,13.148,43.773,0.023,0.031,0.005,0.526,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
서울특별시,13.148,43.773,0.023,0.031,0.005,0.526,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
서울특별시,13.148,43.773,0.023,0.031,0.005,0.526,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
서울특별시,13.148,43.773,0.023,0.031,0.005,0.526,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
성남,12.543,46.682,0.022,0.033,0.004,0.579,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
성남,12.543,46.682,0.022,0.033,0.004,0.579,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
성남,12.543,46.682,0.022,0.033,0.004,0.579,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
성남,12.543,46.682,0.022,0.033,0.004,0.579,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
성남,12.543,46.682,0.022,0.033,0.004,0.579,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
성남,12.543,46.682,0.022,0.033,0.004,0.579,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
세종특별자치시,13.861,26.781,0.018,0.012,0.002,0.339,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
세종특별자치시,13.861,26.781,0.018,0.012,0.002,0.339,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
