Column1,Unnamed: 0,District,City,year,pm25,pm10,so2,o3,no2,co,AVG
795,795,강원도,태백,2010,0,34.86904762,0.003559524,0.018321429,0.013535714,0.414285714,77.62
796,796,강원도,태백,2010,0,34.86904762,0.003559524,0.018321429,0.013535714,0.414285714,77.62
797,797,강원도,태백,2010,0,34.86904762,0.003559524,0.018321429,0.013535714,0.414285714,77.62
798,798,강원도,태백,2010,0,34.86904762,0.003559524,0.018321429,0.013535714,0.414285714,77.62
799,799,강원도,태백,2010,0,34.86904762,0.003559524,0.018321429,0.013535714,0.414285714,77.62
800,800,강원도,태백,2010,0,34.86904762,0.003559524,0.018321429,0.013535714,0.414285714,77.62
801,801,강원도,태백,2010,0,34.86904762,0.003559524,0.018321429,0.013535714,0.414285714,77.62
802,802,강원도,태백,2010,0,34.86904762,0.003559524,0.018321429,0.013535714,0.414285714,77.62
803,803,강원도,태백,2010,0,34.86904762,0.003559524,0.018321429,0.013535714,0.414285714,77.62
804,804,강원도,태백,2011,0,34.0952381,0.003130952,0.019130952,0.013285714,0.432142857,77.92
805,805,강원도,태백,2011,0,34.0952381,0.003130952,0.019130952,0.013285714,0.432142857,77.92
806,806,강원도,태백,2011,0,34.0952381,0.003130952,0.019130952,0.013285714,0.432142857,77.92
807,807,강원도,태백,2011,0,34.0952381,0.003130952,0.019130952,0.013285714,0.432142857,77.92
808,808,강원도,태백,2011,0,34.0952381,0.003130952,0.019130952,0.013285714,0.432142857,77.92
809,809,강원도,태백,2011,0,34.0952381,0.003130952,0.019130952,0.013285714,0.432142857,77.92
810,810,강원도,태백,2011,0,34.0952381,0.003130952,0.019130952,0.013285714,0.432142857,77.92
811,811,강원도,태백,2011,0,34.0952381,0.003130952,0.019130952,0.013285714,0.432142857,77.92
812,812,강원도,태백,2011,0,34.0952381,0.003130952,0.019130952,0.013285714,0.432142857,77.92
813,813,강원도,태백,2011,0,34.0952381,0.003130952,0.019130952,0.013285714,0.432142857,77.92
814,814,강원도,태백,2011,0,34.0952381,0.003130952,0.019130952,0.013285714,0.432142857,77.92
815,815,강원도,태백,2011,0,34.0952381,0.003130952,0.019130952,0.013285714,0.432142857,77.92
816,816,강원도,태백,2012,0,31.54761905,0.003238095,0.019119048,0.011880952,0.428571429,78.18
817,817,강원도,태백,2012,0,31.54761905,0.003238095,0.019119048,0.011880952,0.428571429,78.18
818,818,강원도,태백,2012,0,31.54761905,0.003238095,0.019119048,0.011880952,0.428571429,78.18
819,819,강원도,태백,2012,0,31.54761905,0.003238095,0.019119048,0.011880952,0.428571429,78.18
820,820,강원도,태백,2012,0,31.54761905,0.003238095,0.019119048,0.011880952,0.428571429,78.18
821,821,강원도,태백,2012,0,31.54761905,0.003238095,0.019119048,0.011880952,0.428571429,78.18
822,822,강원도,태백,2012,0,31.54761905,0.003238095,0.019119048,0.011880952,0.428571429,78.18
823,823,강원도,태백,2012,0,31.54761905,0.003238095,0.019119048,0.011880952,0.428571429,78.18
824,824,강원도,태백,2012,0,31.54761905,0.003238095,0.019119048,0.011880952,0.428571429,78.18
825,825,강원도,태백,2012,0,31.54761905,0.003238095,0.019119048,0.011880952,0.428571429,78.18
826,826,강원도,태백,2012,0,31.54761905,0.003238095,0.019119048,0.011880952,0.428571429,78.18
827,827,강원도,태백,2012,0,31.54761905,0.003238095,0.019119048,0.011880952,0.428571429,78.18
828,828,강원도,태백,2013,0,33.70238095,0.003190476,0.019547619,0.012011905,0.467857143,78.93
829,829,강원도,태백,2013,0,33.70238095,0.003190476,0.019547619,0.012011905,0.467857143,78.93
830,830,강원도,태백,2013,0,33.70238095,0.003190476,0.019547619,0.012011905,0.467857143,78.93
831,831,강원도,태백,2013,0,33.70238095,0.003190476,0.019547619,0.012011905,0.467857143,78.93
832,832,강원도,태백,2013,0,33.70238095,0.003190476,0.019547619,0.012011905,0.467857143,78.93
833,833,강원도,태백,2013,0,33.70238095,0.003190476,0.019547619,0.012011905,0.467857143,78.93
834,834,강원도,태백,2013,0,33.70238095,0.003190476,0.019547619,0.012011905,0.467857143,78.93
835,835,강원도,태백,2013,0,33.70238095,0.003190476,0.019547619,0.012011905,0.467857143,78.93
836,836,강원도,태백,2013,0,33.70238095,0.003190476,0.019547619,0.012011905,0.467857143,78.93
837,837,강원도,태백,2013,0,33.70238095,0.003190476,0.019547619,0.012011905,0.467857143,78.93
838,838,강원도,태백,2013,0,33.70238095,0.003190476,0.019547619,0.012011905,0.467857143,78.93
839,839,강원도,태백,2013,0,33.70238095,0.003190476,0.019547619,0.012011905,0.467857143,78.93
840,840,강원도,태백,2014,0,34.76190476,0.003142857,0.020428571,0.012880952,0.439285714,79.6
841,841,강원도,태백,2014,0,34.76190476,0.003142857,0.020428571,0.012880952,0.439285714,79.6
842,842,강원도,태백,2014,0,34.76190476,0.003142857,0.020428571,0.012880952,0.439285714,79.6
843,843,강원도,태백,2014,0,34.76190476,0.003142857,0.020428571,0.012880952,0.439285714,79.6
844,844,강원도,태백,2014,0,34.76190476,0.003142857,0.020428571,0.012880952,0.439285714,79.6
845,845,강원도,태백,2014,0,34.76190476,0.003142857,0.020428571,0.012880952,0.439285714,79.6
846,846,강원도,태백,2014,0,34.76190476,0.003142857,0.020428571,0.012880952,0.439285714,79.6
847,847,강원도,태백,2014,0,34.76190476,0.003142857,0.020428571,0.012880952,0.439285714,79.6
848,848,강원도,태백,2014,0,34.76190476,0.003142857,0.020428571,0.012880952,0.439285714,79.6
849,849,강원도,태백,2014,0,34.76190476,0.003142857,0.020428571,0.012880952,0.439285714,79.6
850,850,강원도,태백,2014,0,34.76190476,0.003142857,0.020428571,0.012880952,0.439285714,79.6
851,851,강원도,태백,2014,0,34.76190476,0.003142857,0.020428571,0.012880952,0.439285714,79.6
852,852,강원도,태백,2015,10.45238095,34.5,0.002880952,0.020142857,0.012809524,0.407142857,80.04
853,853,강원도,태백,2015,10.45238095,34.5,0.002880952,0.020142857,0.012809524,0.407142857,80.04
854,854,강원도,태백,2015,10.45238095,34.5,0.002880952,0.020142857,0.012809524,0.407142857,80.04
855,855,강원도,태백,2015,10.45238095,34.5,0.002880952,0.020142857,0.012809524,0.407142857,80.04
856,856,강원도,태백,2015,10.45238095,34.5,0.002880952,0.020142857,0.012809524,0.407142857,80.04
857,857,강원도,태백,2015,10.45238095,34.5,0.002880952,0.020142857,0.012809524,0.407142857,80.04
858,858,강원도,태백,2015,10.45238095,34.5,0.002880952,0.020142857,0.012809524,0.407142857,80.04
859,859,강원도,태백,2015,10.45238095,34.5,0.002880952,0.020142857,0.012809524,0.407142857,80.04
860,860,강원도,태백,2015,10.45238095,34.5,0.002880952,0.020142857,0.012809524,0.407142857,80.04
861,861,강원도,태백,2015,10.45238095,34.5,0.002880952,0.020142857,0.012809524,0.407142857,80.04
862,862,강원도,태백,2015,10.45238095,34.5,0.002880952,0.020142857,0.012809524,0.407142857,80.04
863,863,강원도,태백,2015,10.45238095,34.5,0.002880952,0.020142857,0.012809524,0.407142857,80.04
864,864,강원도,태백,2016,17.78571429,32.71428571,0.002369048,0.019857143,0.012130952,0.383333333,80.52
865,865,강원도,태백,2016,17.78571429,32.71428571,0.002369048,0.019857143,0.012130952,0.383333333,80.52
866,866,강원도,태백,2016,17.78571429,32.71428571,0.002369048,0.019857143,0.012130952,0.383333333,80.52
867,867,강원도,태백,2016,17.78571429,32.71428571,0.002369048,0.019857143,0.012130952,0.383333333,80.52
868,868,강원도,태백,2016,17.78571429,32.71428571,0.002369048,0.019857143,0.012130952,0.383333333,80.52
869,869,강원도,태백,2016,17.78571429,32.71428571,0.002369048,0.019857143,0.012130952,0.383333333,80.52
870,870,강원도,태백,2016,17.78571429,32.71428571,0.002369048,0.019857143,0.012130952,0.383333333,80.52
871,871,강원도,태백,2016,17.78571429,32.71428571,0.002369048,0.019857143,0.012130952,0.383333333,80.52
872,872,강원도,태백,2016,17.78571429,32.71428571,0.002369048,0.019857143,0.012130952,0.383333333,80.52
873,873,강원도,태백,2016,17.78571429,32.71428571,0.002369048,0.019857143,0.012130952,0.383333333,80.52
874,874,강원도,태백,2016,17.78571429,32.71428571,0.002369048,0.019857143,0.012130952,0.383333333,80.52
875,875,강원도,태백,2016,17.78571429,32.71428571,0.002369048,0.019857143,0.012130952,0.383333333,80.52
876,876,강원도,태백,2017,16.54761905,30.38095238,0.002130952,0.020702381,0.011238095,0.338095238,81.48
877,877,강원도,태백,2017,16.54761905,30.38095238,0.002130952,0.020702381,0.011238095,0.338095238,81.48
878,878,강원도,태백,2017,16.54761905,30.38095238,0.002130952,0.020702381,0.011238095,0.338095238,81.48
879,879,강원도,태백,2017,16.54761905,30.38095238,0.002130952,0.020702381,0.011238095,0.338095238,81.48
880,880,강원도,태백,2017,16.54761905,30.38095238,0.002130952,0.020702381,0.011238095,0.338095238,81.48
881,881,강원도,태백,2017,16.54761905,30.38095238,0.002130952,0.020702381,0.011238095,0.338095238,81.48
882,882,강원도,태백,2017,16.54761905,30.38095238,0.002130952,0.020702381,0.011238095,0.338095238,81.48
883,883,강원도,태백,2017,16.54761905,30.38095238,0.002130952,0.020702381,0.011238095,0.338095238,81.48
884,884,강원도,태백,2017,16.54761905,30.38095238,0.002130952,0.020702381,0.011238095,0.338095238,81.48
885,885,강원도,태백,2017,16.54761905,30.38095238,0.002130952,0.020702381,0.011238095,0.338095238,81.48
886,886,강원도,태백,2017,16.54761905,30.38095238,0.002130952,0.020702381,0.011238095,0.338095238,81.48
887,887,강원도,태백,2017,16.54761905,30.38095238,0.002130952,0.020702381,0.011238095,0.338095238,81.48
888,888,강원도,태백,2018,14.42857143,26.29761905,0.002011905,0.021559524,0.011369048,0.296428571,81.88
889,889,강원도,태백,2018,14.42857143,26.29761905,0.002011905,0.021559524,0.011369048,0.296428571,81.88
890,890,강원도,태백,2018,14.42857143,26.29761905,0.002011905,0.021559524,0.011369048,0.296428571,81.88
891,891,강원도,태백,2018,14.42857143,26.29761905,0.002011905,0.021559524,0.011369048,0.296428571,81.88
892,892,강원도,태백,2018,14.42857143,26.29761905,0.002011905,0.021559524,0.011369048,0.296428571,81.88
893,893,강원도,태백,2018,14.42857143,26.29761905,0.002011905,0.021559524,0.011369048,0.296428571,81.88
894,894,강원도,태백,2018,14.42857143,26.29761905,0.002011905,0.021559524,0.011369048,0.296428571,81.88
895,895,강원도,태백,2018,14.42857143,26.29761905,0.002011905,0.021559524,0.011369048,0.296428571,81.88
896,896,강원도,태백,2018,14.42857143,26.29761905,0.002011905,0.021559524,0.011369048,0.296428571,81.88
897,897,강원도,태백,2018,14.42857143,26.29761905,0.002011905,0.021559524,0.011369048,0.296428571,81.88
898,898,강원도,태백,2018,14.42857143,26.29761905,0.002011905,0.021559524,0.011369048,0.296428571,81.88
899,899,강원도,태백,2018,14.42857143,26.29761905,0.002011905,0.021559524,0.011369048,0.296428571,81.88
900,900,강원도,태백,2019,18.47619048,36.19047619,0.002761905,0.032428571,0.013214286,0.407142857,82.3
901,901,강원도,태백,2019,24,41,0.004,0.038,0.012,0.4,82.3
902,902,강원도,태백,2019,33,50,0.003,0.049,0.01,0.3,82.3
903,903,강원도,태백,2019,17,36,0.003,0.046,0.009,0.4,82.3
904,904,강원도,태백,2019,25,42,0.003,0.062,0.008,0.3,82.3
905,905,강원도,태백,2019,20,28,0.002,0.046,0.008,0.3,82.3
906,906,강원도,태백,2019,20,31,0.002,0.036,0.005,0.3,82.3
907,907,강원도,태백,2019,19,31,0.002,0.031,0.007,0.3,82.3
908,908,강원도,태백,2019,13,25,0.002,0.025,0.008,0.3,82.3
909,909,강원도,태백,2019,20,38,0.003,0.029,0.013,0.4,82.3
910,910,강원도,태백,2019,21,36,0.004,0.032,0.012,0.6,82.3
911,911,강원도,태백,2019,18.47619048,31,0.002,0.03,0.009,0.3,82.3
912,912,강원도,태백,2020,20,33,0.004,0.03,0.012,0.6,82.51
913,913,강원도,태백,2020,27,34,0.003,0.037,0.012,0.5,82.51
914,914,강원도,태백,2020,23,36,0.002,0.044,0.01,0.4,82.51
915,915,강원도,태백,2020,25,40,0.003,0.049,0.008,0.3,82.51
916,916,강원도,태백,2020,21,32,0.003,0.045,0.006,0.3,82.51
917,917,강원도,태백,2020,24,35,0.003,0.052,0.006,0.2,82.51
918,918,강원도,태백,2020,10,13,0.003,0.028,0.005,0.3,82.51
919,919,강원도,태백,2020,12,14,0.003,0.025,0.005,0.2,82.51
920,920,강원도,태백,2020,11,15,0.003,0.036,0.006,0.5,82.51
921,921,강원도,태백,2020,15,25,0.003,0.034,0.011,0.5,82.51
922,922,강원도,태백,2020,14,26,0.003,0.034,0.012,0.8,82.51
923,923,강원도,태백,2020,14.72619048,23,0.003,0.033,0.009,0.4,82.51
924,924,경기도,고양,2010,0,72,0.008,0.012,0.039,0.9,81.18
925,925,경기도,고양,2010,0,72,0.008,0.012,0.039,0.9,81.52
926,926,경기도,고양,2010,0,72,0.008,0.012,0.039,0.9,82.91
927,927,경기도,고양,2010,0,72,0.008,0.012,0.039,0.9,82.69
928,928,경기도,고양,2010,0,60,0.006,0.015,0.031,0.7,81.18
929,929,경기도,고양,2010,0,60,0.006,0.015,0.031,0.7,81.52
930,930,경기도,고양,2010,0,60,0.006,0.015,0.031,0.7,82.91
931,931,경기도,고양,2010,0,60,0.006,0.015,0.031,0.7,82.69
932,932,경기도,고양,2010,0,72,0.004,0.021,0.027,0.4,81.18
933,933,경기도,고양,2010,0,72,0.004,0.021,0.027,0.4,81.52
934,934,경기도,고양,2010,0,72,0.004,0.021,0.027,0.4,82.91
935,935,경기도,고양,2010,0,72,0.004,0.021,0.027,0.4,82.69
936,936,경기도,고양,2010,0,59,0.005,0.023,0.028,0.4,81.18
937,937,경기도,고양,2010,0,59,0.005,0.023,0.028,0.4,81.52
938,938,경기도,고양,2010,0,59,0.005,0.023,0.028,0.4,82.91
939,939,경기도,고양,2010,0,59,0.005,0.023,0.028,0.4,82.69
940,940,경기도,고양,2010,0,72,0.005,0.027,0.028,0.4,81.18
941,941,경기도,고양,2010,0,72,0.005,0.027,0.028,0.4,81.52
942,942,경기도,고양,2010,0,72,0.005,0.027,0.028,0.4,82.91
943,943,경기도,고양,2010,0,72,0.005,0.027,0.028,0.4,82.69
944,944,경기도,고양,2010,0,63,0.004,0.033,0.027,0.4,81.18
945,945,경기도,고양,2010,0,63,0.004,0.033,0.027,0.4,81.52
946,946,경기도,고양,2010,0,63,0.004,0.033,0.027,0.4,82.91
947,947,경기도,고양,2010,0,63,0.004,0.033,0.027,0.4,82.69
948,948,경기도,고양,2010,0,45,0.004,0.023,0.021,0.3,81.18
949,949,경기도,고양,2010,0,45,0.004,0.023,0.021,0.3,81.52
950,950,경기도,고양,2010,0,45,0.004,0.023,0.021,0.3,82.91
951,951,경기도,고양,2010,0,45,0.004,0.023,0.021,0.3,82.69
952,952,경기도,고양,2010,0,39,0.004,0.02,0.02,0.3,81.18
953,953,경기도,고양,2010,0,39,0.004,0.02,0.02,0.3,81.52
954,954,경기도,고양,2010,0,39,0.004,0.02,0.02,0.3,82.91
955,955,경기도,고양,2010,0,39,0.004,0.02,0.02,0.3,82.69
956,956,경기도,고양,2010,0,34,0.004,0.016,0.02,0.4,81.18
957,957,경기도,고양,2010,0,34,0.004,0.016,0.02,0.4,81.52
958,958,경기도,고양,2010,0,34,0.004,0.016,0.02,0.4,82.91
959,959,경기도,고양,2010,0,34,0.004,0.016,0.02,0.4,82.69
960,960,경기도,고양,2010,0,56,0.004,0.016,0.031,0.5,81.18
961,961,경기도,고양,2010,0,56,0.004,0.016,0.031,0.5,81.52
962,962,경기도,고양,2010,0,56,0.004,0.016,0.031,0.5,82.91
963,963,경기도,고양,2010,0,56,0.004,0.016,0.031,0.5,82.69
964,964,경기도,고양,2010,0,85,0.006,0.013,0.037,0.6,81.18
965,965,경기도,고양,2010,0,85,0.006,0.013,0.037,0.6,81.52
966,966,경기도,고양,2010,0,85,0.006,0.013,0.037,0.6,82.91
967,967,경기도,고양,2010,0,85,0.006,0.013,0.037,0.6,82.69
968,968,경기도,고양,2010,0,73,0.005,0.01,0.038,0.6,81.18
969,969,경기도,고양,2010,0,73,0.005,0.01,0.038,0.6,81.52
970,970,경기도,고양,2010,0,73,0.005,0.01,0.038,0.6,82.91
971,971,경기도,고양,2010,0,73,0.005,0.01,0.038,0.6,82.69
972,972,경기도,고양,2011,0,55,0.006,0.013,0.035,0.6,81.49
973,973,경기도,고양,2011,0,55,0.006,0.013,0.035,0.6,83
974,974,경기도,고양,2011,0,55,0.006,0.013,0.035,0.6,82.83
975,975,경기도,고양,2011,0,90,0.006,0.013,0.045,0.8,81.49
976,976,경기도,고양,2011,0,90,0.006,0.013,0.045,0.8,83
977,977,경기도,고양,2011,0,90,0.006,0.013,0.045,0.8,82.83
978,978,경기도,고양,2011,0,83,0.005,0.024,0.027,0.5,81.49
979,979,경기도,고양,2011,0,83,0.005,0.024,0.027,0.5,83
980,980,경기도,고양,2011,0,83,0.005,0.024,0.027,0.5,82.83
981,981,경기도,고양,2011,0,74,0.006,0.025,0.037,0.5,81.49
982,982,경기도,고양,2011,0,74,0.006,0.025,0.037,0.5,83
983,983,경기도,고양,2011,0,74,0.006,0.025,0.037,0.5,82.83
984,984,경기도,고양,2011,0,85,0.005,0.027,0.034,0.4,81.49
985,985,경기도,고양,2011,0,85,0.005,0.027,0.034,0.4,83
986,986,경기도,고양,2011,0,85,0.005,0.027,0.034,0.4,82.83
987,987,경기도,고양,2011,0,62,0.004,0.029,0.027,0.4,81.49
988,988,경기도,고양,2011,0,62,0.004,0.029,0.027,0.4,83
989,989,경기도,고양,2011,0,62,0.004,0.029,0.027,0.4,82.83
990,990,경기도,고양,2011,0,42,0.003,0.018,0.023,0.4,81.49
991,991,경기도,고양,2011,0,42,0.003,0.018,0.023,0.4,83
992,992,경기도,고양,2011,0,42,0.003,0.018,0.023,0.4,82.83
993,993,경기도,고양,2011,0,40,0.004,0.018,0.022,0.4,81.49
994,994,경기도,고양,2011,0,40,0.004,0.018,0.022,0.4,83
995,995,경기도,고양,2011,0,40,0.004,0.018,0.022,0.4,82.83
996,996,경기도,고양,2011,0,40,0.004,0.022,0.02,0.4,81.49
997,997,경기도,고양,2011,0,40,0.004,0.022,0.02,0.4,83
998,998,경기도,고양,2011,0,40,0.004,0.022,0.02,0.4,82.83
999,999,경기도,고양,2011,0,56,0.005,0.017,0.029,0.5,81.49
1000,1000,경기도,고양,2011,0,56,0.005,0.017,0.029,0.5,83
1001,1001,경기도,고양,2011,0,56,0.005,0.017,0.029,0.5,82.83
1002,1002,경기도,고양,2011,0,50,0.005,0.014,0.03,0.5,81.49
1003,1003,경기도,고양,2011,0,50,0.005,0.014,0.03,0.5,83
1004,1004,경기도,고양,2011,0,50,0.005,0.014,0.03,0.5,82.83
1005,1005,경기도,고양,2011,0,54,0.007,0.012,0.031,0.6,81.49
1006,1006,경기도,고양,2011,0,54,0.007,0.012,0.031,0.6,83
1007,1007,경기도,고양,2011,0,54,0.007,0.012,0.031,0.6,82.83
1008,1008,경기도,고양,2012,0,68,0.009,0.013,0.033,0.6,81.74
1009,1009,경기도,고양,2012,0,68,0.009,0.013,0.033,0.6,83.24
1010,1010,경기도,고양,2012,0,68,0.009,0.013,0.033,0.6,83.32
1011,1011,경기도,고양,2012,0,62,0.007,0.017,0.031,0.5,81.74
1012,1012,경기도,고양,2012,0,62,0.007,0.017,0.031,0.5,83.24
1013,1013,경기도,고양,2012,0,62,0.007,0.017,0.031,0.5,83.32
1014,1014,경기도,고양,2012,0,59,0.006,0.023,0.028,0.4,81.74
1015,1015,경기도,고양,2012,0,59,0.006,0.023,0.028,0.4,83.24
1016,1016,경기도,고양,2012,0,59,0.006,0.023,0.028,0.4,83.32
1017,1017,경기도,고양,2012,0,67,0.005,0.03,0.034,0.4,81.74
1018,1018,경기도,고양,2012,0,67,0.005,0.03,0.034,0.4,83.24
1019,1019,경기도,고양,2012,0,67,0.005,0.03,0.034,0.4,83.32
1020,1020,경기도,고양,2012,0,67,0.006,0.046,0.027,0.4,81.74
1021,1021,경기도,고양,2012,0,67,0.006,0.046,0.027,0.4,83.24
1022,1022,경기도,고양,2012,0,67,0.006,0.046,0.027,0.4,83.32
1023,1023,경기도,고양,2012,0,52,0.005,0.047,0.02,0.3,81.74
1024,1024,경기도,고양,2012,0,52,0.005,0.047,0.02,0.3,83.24
1025,1025,경기도,고양,2012,0,52,0.005,0.047,0.02,0.3,83.32
1026,1026,경기도,고양,2012,0,35,0.005,0.03,0.017,0.4,81.74
1027,1027,경기도,고양,2012,0,35,0.005,0.03,0.017,0.4,83.24
1028,1028,경기도,고양,2012,0,35,0.005,0.03,0.017,0.4,83.32
1029,1029,경기도,고양,2012,0,30,0.004,0.032,0.015,0.5,81.74
1030,1030,경기도,고양,2012,0,30,0.004,0.032,0.015,0.5,83.24
1031,1031,경기도,고양,2012,0,30,0.004,0.032,0.015,0.5,83.32
1032,1032,경기도,고양,2012,0,37,0.004,0.027,0.022,0.4,81.74
1033,1033,경기도,고양,2012,0,37,0.004,0.027,0.022,0.4,83.24
1034,1034,경기도,고양,2012,0,37,0.004,0.027,0.022,0.4,83.32
1035,1035,경기도,고양,2012,0,43,0.005,0.023,0.028,0.5,81.74
1036,1036,경기도,고양,2012,0,43,0.005,0.023,0.028,0.5,83.24
1037,1037,경기도,고양,2012,0,43,0.005,0.023,0.028,0.5,83.32
1038,1038,경기도,고양,2012,0,55,0.005,0.017,0.029,0.6,81.74
1039,1039,경기도,고양,2012,0,55,0.005,0.017,0.029,0.6,83.24
1040,1040,경기도,고양,2012,0,55,0.005,0.017,0.029,0.6,83.32
1041,1041,경기도,고양,2012,0,58,0.007,0.015,0.027,0.7,81.74
1042,1042,경기도,고양,2012,0,58,0.007,0.015,0.027,0.7,83.24
1043,1043,경기도,고양,2012,0,58,0.007,0.015,0.027,0.7,83.32
1044,1044,경기도,고양,2013,0,76,0.01,0.015,0.035,0.9,82.09
1045,1045,경기도,고양,2013,0,76,0.01,0.015,0.035,0.9,83.46
1046,1046,경기도,고양,2013,0,76,0.01,0.015,0.035,0.9,83.66
1047,1047,경기도,고양,2013,0,58,0.007,0.02,0.028,0.6,82.09
1048,1048,경기도,고양,2013,0,58,0.007,0.02,0.028,0.6,83.46
1049,1049,경기도,고양,2013,0,58,0.007,0.02,0.028,0.6,83.66
1050,1050,경기도,고양,2013,0,67,0.007,0.023,0.028,0.5,82.09
1051,1051,경기도,고양,2013,0,67,0.007,0.023,0.028,0.5,83.46
1052,1052,경기도,고양,2013,0,67,0.007,0.023,0.028,0.5,83.66
1053,1053,경기도,고양,2013,0,70,0.006,0.028,0.026,0.5,82.09
1054,1054,경기도,고양,2013,0,70,0.006,0.028,0.026,0.5,83.46
1055,1055,경기도,고양,2013,0,70,0.006,0.028,0.026,0.5,83.66
1056,1056,경기도,고양,2013,0,75,0.007,0.037,0.028,0.5,82.09
1057,1057,경기도,고양,2013,0,75,0.007,0.037,0.028,0.5,83.46
1058,1058,경기도,고양,2013,0,75,0.007,0.037,0.028,0.5,83.66
1059,1059,경기도,고양,2013,0,54,0.006,0.039,0.023,0.5,82.09
1060,1060,경기도,고양,2013,0,54,0.006,0.039,0.023,0.5,83.46
1061,1061,경기도,고양,2013,0,54,0.006,0.039,0.023,0.5,83.66
1062,1062,경기도,고양,2013,0,44,0.005,0.027,0.022,0.4,82.09
1063,1063,경기도,고양,2013,0,44,0.005,0.027,0.022,0.4,83.46
1064,1064,경기도,고양,2013,0,44,0.005,0.027,0.022,0.4,83.66
1065,1065,경기도,고양,2013,0,44,0.005,0.029,0.023,0.4,82.09
1066,1066,경기도,고양,2013,0,44,0.005,0.029,0.023,0.4,83.46
1067,1067,경기도,고양,2013,0,44,0.005,0.029,0.023,0.4,83.66
1068,1068,경기도,고양,2013,0,38,0.004,0.023,0.024,0.4,82.09
1069,1069,경기도,고양,2013,0,38,0.004,0.023,0.024,0.4,83.46
1070,1070,경기도,고양,2013,0,38,0.004,0.023,0.024,0.4,83.66
1071,1071,경기도,고양,2013,0,40,0.004,0.019,0.022,0.4,82.09
1072,1072,경기도,고양,2013,0,40,0.004,0.019,0.022,0.4,83.46
1073,1073,경기도,고양,2013,0,40,0.004,0.019,0.022,0.4,83.66
1074,1074,경기도,고양,2013,0,52,0.006,0.014,0.026,0.4,82.09
1075,1075,경기도,고양,2013,0,52,0.006,0.014,0.026,0.4,83.46
1076,1076,경기도,고양,2013,0,52,0.006,0.014,0.026,0.4,83.66
1077,1077,경기도,고양,2013,0,67,0.008,0.012,0.031,0.6,82.09
1078,1078,경기도,고양,2013,0,67,0.008,0.012,0.031,0.6,83.46
1079,1079,경기도,고양,2013,0,67,0.008,0.012,0.031,0.6,83.66
1080,1080,경기도,고양,2014,0,68,0.008,0.012,0.032,0.6,82.48
1081,1081,경기도,고양,2014,0,68,0.008,0.012,0.032,0.6,83.73
1082,1082,경기도,고양,2014,0,68,0.008,0.012,0.032,0.6,84.01
1083,1083,경기도,고양,2014,0,70,0.007,0.021,0.025,0.6,82.48
1084,1084,경기도,고양,2014,0,70,0.007,0.021,0.025,0.6,83.73
1085,1085,경기도,고양,2014,0,70,0.007,0.021,0.025,0.6,84.01
1086,1086,경기도,고양,2014,0,72,0.008,0.027,0.032,0.5,82.48
1087,1087,경기도,고양,2014,0,72,0.008,0.027,0.032,0.5,83.73
1088,1088,경기도,고양,2014,0,72,0.008,0.027,0.032,0.5,84.01
1089,1089,경기도,고양,2014,0,70,0.006,0.03,0.032,0.4,82.48
1090,1090,경기도,고양,2014,0,70,0.006,0.03,0.032,0.4,83.73
1091,1091,경기도,고양,2014,0,70,0.006,0.03,0.032,0.4,84.01
1092,1092,경기도,고양,2014,0,72,0.007,0.036,0.023,0.4,82.48
1093,1093,경기도,고양,2014,0,72,0.007,0.036,0.023,0.4,83.73
1094,1094,경기도,고양,2014,0,72,0.007,0.036,0.023,0.4,84.01
1095,1095,경기도,고양,2014,0,43,0.005,0.035,0.017,0.3,82.48
1096,1096,경기도,고양,2014,0,43,0.005,0.035,0.017,0.3,83.73
1097,1097,경기도,고양,2014,0,43,0.005,0.035,0.017,0.3,84.01
1098,1098,경기도,고양,2014,0,44,0.005,0.036,0.017,0.4,82.48
1099,1099,경기도,고양,2014,0,44,0.005,0.036,0.017,0.4,83.73
1100,1100,경기도,고양,2014,0,44,0.005,0.036,0.017,0.4,84.01
1101,1101,경기도,고양,2014,0,36,0.004,0.028,0.015,0.3,82.48
1102,1102,경기도,고양,2014,0,36,0.004,0.028,0.015,0.3,83.73
1103,1103,경기도,고양,2014,0,36,0.004,0.028,0.015,0.3,84.01
1104,1104,경기도,고양,2014,0,35,0.005,0.024,0.019,0.3,82.48
1105,1105,경기도,고양,2014,0,35,0.005,0.024,0.019,0.3,83.73
1106,1106,경기도,고양,2014,0,35,0.005,0.024,0.019,0.3,84.01
1107,1107,경기도,고양,2014,0,40,0.003,0.019,0.027,0.3,82.48
1108,1108,경기도,고양,2014,0,40,0.003,0.019,0.027,0.3,83.73
1109,1109,경기도,고양,2014,0,40,0.003,0.019,0.027,0.3,84.01
1110,1110,경기도,고양,2014,0,52,0.005,0.016,0.03,0.5,82.48
1111,1111,경기도,고양,2014,0,52,0.005,0.016,0.03,0.5,83.73
1112,1112,경기도,고양,2014,0,52,0.005,0.016,0.03,0.5,84.01
1113,1113,경기도,고양,2014,0,51,0.007,0.015,0.026,0.5,82.48
1114,1114,경기도,고양,2014,0,51,0.007,0.015,0.026,0.5,83.73
1115,1115,경기도,고양,2014,0,51,0.007,0.015,0.026,0.5,84.01
1116,1116,경기도,고양,2015,7.876068376,56,0.007,0.015,0.027,0.6,82.85
1117,1117,경기도,고양,2015,7.876068376,56,0.007,0.015,0.027,0.6,83.95
